ID_INST	EduDad	EduMom	floors	walls	sanitary	OverCr	dvd	cellPhone	fridge	washMach	heater	microWave	soundEqui	car	books	SEXO	ZONA	SECTOR	INSE
223660001157	0	0.142857142857143	0	0	0.0714285714285714	0.0714285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0
223660001173	0.0833333333333333	0.0833333333333333	0.0833333333333333	0	0.0833333333333333	0	0	0	0	0	0	0	0	0	0.0833333333333333	0	0	0	0
223660001611	0.247311827956989	0.193548387096774	0.021505376344086	0	0.043010752688172	0.010752688172043	0	0	0	0	0	0	0	0	0.043010752688172	0	0	0	0
223660001807	0.0625	0	0	0	0.0625	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0
223660002021	0.5	0.142857142857143	0	0	0	0.0714285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0
223660002099	0.227272727272727	0.227272727272727	0	0	0	0.0909090909090909	0	0	0	0	0	0	0	0	0.0454545454545455	0	0	0	0
223670000019	0.17037037037037	0.177777777777778	0.0444444444444444	0.037037037037037	0.0666666666666667	0.0296296296296296	0	0	0	0	0	0	0	0	0.111111111111111	0	0	0	0
223670000043	0.213114754098361	0.262295081967213	0.0491803278688525	0.0983606557377049	0.0491803278688525	0.0327868852459016	0	0	0	0	0	0	0	0	0.0655737704918033	0.0491803278688525	0	0	0
223670000051	0.140625	0.09375	0	0	0.015625	0.03125	0	0	0	0	0	0	0	0	0.0625	0	0	0	0
223670000086	0.236363636363636	0.181818181818182	0.0909090909090909	0.0909090909090909	0.0909090909090909	0.0909090909090909	0	0	0	0	0	0	0	0	0.127272727272727	0	0	0	0
223670000191	0.19205298013245	0.198675496688742	0.0463576158940397	0.033112582781457	0.0927152317880795	0.0728476821192053	0	0	0	0	0	0	0	0	0.119205298013245	0.00662251655629139	0	0	0
223670000256	0.24468085106383	0.25531914893617	0.0106382978723404	0.0212765957446809	0.0106382978723404	0.0425531914893617	0	0	0	0	0	0	0	0	0.0425531914893617	0.0425531914893617	0	0	0
223670000345	0.362068965517241	0.327586206896552	0	0.0172413793103448	0.0517241379310345	0.120689655172414	0	0	0	0	0	0	0	0	0.189655172413793	0.0344827586206897	0	0	0
223670000469	0.255813953488372	0.186046511627907	0	0	0	0	0	0	0	0	0	0	0	0	0.0697674418604651	0	0	0	0
223670000507	0.340909090909091	0.318181818181818	0.0909090909090909	0.0454545454545455	0.0909090909090909	0.0454545454545455	0	0	0	0	0	0	0	0	0.113636363636364	0	0	0	0
223670000531	0.359550561797753	0.370786516853933	0.0112359550561798	0	0.0786516853932584	0.0786516853932584	0	0	0	0	0	0	0	0	0.0449438202247191	0.0112359550561798	0	0	0
223670000540	0.2	0.2	0.06	0.08	0.12	0.1	0	0	0	0	0	0	0	0	0.1	0.08	0	0	0
223670000574	0.30188679245283	0.339622641509434	0.0566037735849057	0.0943396226415094	0.207547169811321	0.132075471698113	0	0	0	0	0	0	0	0	0.132075471698113	0.0754716981132075	0	0	0
223670000604	0.156626506024096	0.168674698795181	0.0120481927710843	0.036144578313253	0.072289156626506	0.0240963855421687	0	0	0	0	0	0	0	0	0.0481927710843374	0.0240963855421687	0	0	0
223670000647	0.172413793103448	0.224137931034483	0	0.0172413793103448	0.0344827586206897	0.0862068965517241	0	0	0	0	0	0	0	0	0.0862068965517241	0.0344827586206897	0	0	0
223670001066	0.213592233009709	0.252427184466019	0.00970873786407767	0.00970873786407767	0.0388349514563107	0.058252427184466	0	0	0	0	0	0	0	0	0.0679611650485437	0.00970873786407767	0	0	0
223670001082	0.0851063829787234	0.0425531914893617	0.0212765957446809	0	0	0	0	0	0	0	0	0	0	0	0.0425531914893617	0	0	0	0
223670001333	0.125786163522013	0.132075471698113	0.0188679245283019	0.0188679245283019	0.0314465408805031	0.0628930817610063	0	0	0	0	0	0	0	0	0.0691823899371069	0.00628930817610063	0	0	0
223670001341	0.1875	0.125	0.0625	0.0625	0.125	0.1875	0	0	0	0	0	0	0	0	0.25	0.0625	0	0	0
223670001414	0.375	0.34375	0.0625	0.0625	0.125	0.09375	0	0	0	0	0	0	0	0	0.15625	0	0	0	0
223670001457	0.188235294117647	0.188235294117647	0.0117647058823529	0.0352941176470588	0.0470588235294118	0.0823529411764706	0	0	0	0	0	0	0	0	0.0470588235294118	0	0	0	0
223672000148	0.119402985074627	0.104477611940299	0	0	0.0298507462686567	0.0447761194029851	0	0	0	0	0	0	0	0	0.0447761194029851	0	0	0	0
223672000181	0.12037037037037	0.0462962962962963	0.0277777777777778	0.00925925925925926	0.00925925925925926	0.0462962962962963	0	0	0	0	0	0	0	0	0.0648148148148148	0	0	0	0
223672000202	0.2	0.233333333333333	0.0333333333333333	0.0333333333333333	0.0333333333333333	0.0333333333333333	0	0	0	0	0	0	0	0	0.0666666666666667	0	0	0	0
223672000521	0.09375	0.09375	0.03125	0.03125	0	0.0625	0	0	0	0	0	0	0	0	0.09375	0	0	0	0
223675000025	0.228915662650602	0.168674698795181	0.0240963855421687	0.0481927710843374	0.0481927710843374	0.0240963855421687	0	0	0	0	0	0	0	0	0.0481927710843374	0	0	0	0
223675000033	0.0555555555555556	0.0555555555555556	0	0	0	0	0	0	0	0	0	0	0	0	0.111111111111111	0	0	0	0
223675000068	0.147058823529412	0.147058823529412	0.0147058823529412	0.0147058823529412	0.0735294117647059	0.0294117647058824	0	0	0	0	0	0	0	0	0.0735294117647059	0	0	0	0
223675000114	0.0384615384615385	0.115384615384615	0	0.0384615384615385	0	0	0	0	0	0	0	0	0	0	0.0384615384615385	0	0	0	0
223675000297	0.129032258064516	0.193548387096774	0.032258064516129	0.032258064516129	0.032258064516129	0	0	0	0	0	0	0	0	0	0.0645161290322581	0	0	0	0
223675000343	0.4	0.35	0	0	0.05	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0
