PERIODO;DANE_ESTABLECIMIENTO;DANE_SEDE;PROM MATEMÁTICA;PROM CIENCIAS SOCIALES;PROM FILOSOFÍA;PROM BIOLOGÍA;PROM QUÍMICA;PROM FÍSICA;PROM NGLÉS;ESTUDIANTES
20131;273001002658;273001002658;45;55;45,5;52,5;58;50;44,5;2
20131;311848002424;311848002424;73,98425197;59,63779528;59,62204724;57,23622047;65;60;88,43307087;127
20132;176001005813;176001005813;46,36627907;46,20494186;41,92005814;46,5377907;46,0247093;45,5247093;45,21366279;688
20132;154001004716;154001004716;44,7689769;42,3630363;39,08580858;44,2970297;44,41914191;42,66336634;43,08250825;303
20132;105001002526;105001002526;44,85148515;45,71287129;39,93069307;44,45544554;44,78217822;44,76237624;44,02970297;101
20132;111001011045;111001011045;46,21527778;47,15277778;42,30555556;45,64583333;45,36805556;47,01388889;46,59722222;144
20132;117001001544;117001001544;47,33333333;49,13333333;44,05833333;46,275;49,70833333;49,34166667;47,73333333;120
20132;211769003151;211769003151;48,56613757;48,07407407;43,41798942;46,8994709;48,02645503;48,53439153;46,89417989;189
20132;120750000415;120750000415;41,70689655;44,12931034;39,04310345;42,62068966;44,00862069;43,31896552;40,38793103;116
20132;173001010443;173001010443;43,3030303;43,87878788;39,22727273;44,15151515;43,40909091;43,18181818;40,66666667;66
20132;441799000322;441799000322;42,83333333;42,52777778;37,80555556;40,05555556;42;44,22222222;42,08333333;36
20132;111001013820;111001013820;45,18867925;45,49056604;38,22641509;45,37735849;46,96226415;45,30188679;41,24528302;53
20132;176001003918;176001003918;43,36144578;42,51807229;38,19277108;44,26506024;44,20481928;45,22891566;42,12048193;83
20132;341551003282;341551003282;40,30769231;39,76923077;37,11538462;41,53846154;41,30769231;42,03846154;39,65384615;26
20131;152001000777;152001000777;56,87665198;51,33920705;49,78854626;51,31718062;54,42290749;50,66079295;53,63436123;227
20131;311001105367;311001105367;42,75;46,1125;39,7;44,9;41,975;42,0625;41,5125;80
20132;305148000994;305148000994;39,25;39,8125;37,75;43,8125;42,6875;39,1875;43,8125;16
20132;168679000461;168679000461;51,4796748;48,3902439;44,36178862;47,71544715;49,30487805;48,6097561;43,18292683;246
20132;311001106720;311001106720;40,59574468;40,95744681;37,92553191;41,75531915;41,63829787;40,11702128;41,57446809;94
20132;147001000455;147001000455;40,64705882;39,81176471;35,8;41,24313725;40,22745098;39,64705882;39,50588235;255
20132;183001000940;183001000940;47,01724138;49,75;43,25;47,24137931;49,80172414;49,14655172;47,31896552;116
20132;350001007361;350001007361;41,74;42,12;39;41,14;41,82;42,26;41,24;50
20132;113001001697;113001001697;39,32051282;39,42307692;36,61538462;40,96153846;40,24358974;39,08974359;39,41025641;78
20132;168276000410;168276000410;51,44144144;48,53453453;44,34234234;49,0990991;49,70570571;48,92492492;48,48048048;333
20132;276520006635;276520006635;45,86486486;45,08108108;39,13513514;43,86486486;43,89189189;46,37837838;43,40540541;37
20131;341001005237;341001005237;50,33333333;47,61904762;39,47619048;46,61904762;43,66666667;45,71428571;46,85714286;21
20132;315238000026;315238000026;53,73387097;50,41935484;44,75;50,38709677;50,11290323;49,89516129;49,87096774;124
20132;173001004788;173001004788;44,29230769;42,81538462;41,29230769;44,81538462;43,53846154;45,55384615;44,06153846;65
20132;305697000025;305697000025;47,56097561;47,24390244;44,46341463;46,95121951;46,80487805;46,63414634;47,65853659;41
20132;154001002462;154001002462;41,88590604;40,26174497;36,47651007;42,06040268;41,51677852;40,0738255;41,1409396;149
20132;325754001891;325754001891;49,86153846;49,45128205;44,44615385;48,48717949;51,11282051;49,55897436;51,70769231;195
20132;181794000748;181794000748;46,82242991;47,36448598;41,43925234;47,01869159;48,12149533;47,71028037;44,61682243;107
20132;108758077905;108758077905;41,16216216;41,08108108;36,85135135;41,10810811;42,7972973;41,74324324;40,66216216;74
20132;123574001000;123574001000;41,13043478;40,64130435;35,7173913;40,98913043;40,7173913;41,31521739;41,17391304;92
20131;168615000262;168615000262;51,36363636;45,54545455;43,72727273;46;50,63636364;46,18181818;42,63636364;11
20132;213052000355;213052000355;44,30434783;44,95652174;43;43,47826087;44,56521739;44,2173913;39,86956522;23
20132;105792000190;105792000190;40,38461538;40,04395604;34,84615385;40,3956044;39,35164835;38,17582418;40,04395604;91
20132;150001004656;150001004656;47,33742331;46,64417178;40,55214724;46,42944785;47,43558282;48,30674847;43,40490798;163
20131;366001000742;366001000742;67,46153846;56,15384615;54,07692308;54,92307692;60,30769231;57,46153846;70,07692308;13
20132;283094001112;283094001112;42,44444444;45,51111111;41,71111111;44,17777778;44,6;43,8;41,88888889;45
20132;120011001047;120011001047;41,7265625;42,5;38,3046875;42,171875;42,0390625;41,40625;41,171875;128
20131;115272000010;115272000010;52,21428571;46,42857143;45,92857143;46,78571429;48;44,92857143;45,64285714;14
20132;325269000992;325269000992;48,11111111;47,94444444;45,55555556;49,83333333;48,94444444;45,11111111;50,72222222;18
20132;105318000278;105318000278;47,25301205;47,54216867;42,15662651;46;47,3253012;46,01204819;45,53012048;83
20132;247268002052;247268002052;39,93939394;38,68181818;34,65151515;40,46969697;40,48484848;39,16666667;38,95454545;66
20132;176109000575;176109000575;46,27906977;45,82170543;43,01550388;45,71317829;46,48837209;45,40310078;48,27131783;129
20132;311769003008;311769003008;45,96;46,96;41,94;47,44;46,46;45,74;48;50
20131;152399000071;152399000071;52,85714286;49;48,5;49,35714286;50,28571429;47,46428571;45,53571429;28
20132;108001003513;108001003513;45,67777778;44,86666667;42,97777778;45,08888889;46,14444444;43,02222222;45,21111111;90
20132;154001000095;154001000095;52,31336406;47,87557604;44,28110599;50,06912442;51,70967742;52,03686636;49,48847926;217
20132;344001003357;344001003357;51,5;47;43,5;48,66666667;51,66666667;49,83333333;50,58333333;12
20131;168190002053;168190002053;48,38461538;46,38461538;40,38461538;48;48;43,61538462;42,84615385;13
20132;152405000207;152405000207;40,66666667;42,78666667;34,94666667;41,21333333;40,98666667;41,84;38,46666667;75
20132;311001092818;311001092818;41,11111111;41,55555556;35,44444444;44,88888889;44,11111111;42,88888889;44,33333333;9
20132;123189000337;123189000337;38,90217391;41,01086957;37,90217391;41,33695652;43,45652174;42,47826087;40,40217391;92
20132;313001029396;313001029396;40,38613861;40,01980198;35,69306931;40,76237624;40,8019802;39,75247525;39,97029703;101
20132;313001006701;313001006701;47;45,63273453;41,05988024;45,9760479;46,44510978;46,27744511;43,4251497;501
20132;195001002843;195001002843;43,8203125;42,2265625;36,8515625;43,1484375;41,9609375;42,0859375;42;128
20132;105001001121;105001001121;45,26530612;44,61904762;40,27891156;44,16326531;44,16326531;43,70068027;44,63945578;147
20132;111001018201;111001018201;45,65540541;44,79054054;40,06081081;44,22972973;44,09459459;44,72297297;42,75;148
20132;176520000471;176520000471;48,26666667;46,43859649;41,07719298;47,02105263;47,98245614;49,58947368;44,31578947;285
20132;241001000486;241001000486;42,24242424;41,87878788;35,66666667;42,87878788;41,63636364;40,78787879;41,81818182;33
20132;173001001053;173001001053;46,18050542;44,74729242;40,71119134;45,53429603;46,77617329;46,22743682;43,44043321;277
20132;368001005488;368001005488;39,94988067;38,88782816;34,02625298;39,9928401;39,0071599;36,83293556;37,03102625;419
20131;152838000171;152838000171;55,31132075;48,77358491;46,81132075;51,13207547;53,59433962;50,71698113;48,69811321;106
20132;173352000690;173352000690;43,2962963;44,77777778;39,40740741;43,85185185;46,51851852;43;39,96296296;27
20132;305001003963;305001003963;52,1719457;49,61387632;45,10859729;49,42383107;50,91101056;49,55957768;53,46153846;663
20132;305001019681;305001019681;61,6039604;55,68316832;52,04950495;55,37623762;60,2970297;58,87128713;82,61386139;101
20132;305055000959;305055000959;40,22222222;38,37777778;34,68888889;42,08888889;39,22222222;37,4;37,91111111;45
20132;127001000853;127001000853;40,01869159;41,3364486;38,44859813;42,68224299;41,80373832;40,20560748;41,97196262;107
20132;125513001069;125513001069;46,64367816;44,51724138;39,37931034;45,29885057;44,6091954;45,3908046;44,05747126;87
20132;325175001154;325175001154;53,83146067;50,33707865;45,97752809;50,37078652;50,16853933;51,98876404;56,65168539;89
20132;163130000173;163130000173;39,18518519;42,03703704;39,7037037;43,59259259;41,40740741;44,51851852;43,37037037;27
20132;305001004994;305001004994;45,25806452;48,48387097;44,38709677;48;47,22580645;48,61290323;49,77419355;31
20132;176001032063;176001032063;43,44329897;44,87628866;41,65979381;45,58762887;44,8556701;45,02061856;41,98969072;97
20132;223001005714;223001005714;36,61904762;39;35,61904762;38,9047619;41,14285714;40,28571429;39,23809524;21
20131;311001016836;311001016836;40,33333333;41,66666667;31,33333333;42,33333333;40,66666667;34;37;3
20132;308001012920;308001012920;41,67901235;40,0617284;36,04938272;40,7037037;42,80246914;40,03703704;41,12345679;81
20132;163001000655;163001000655;38,61666667;40,36666667;34,46666667;41,55;38,36666667;36,93333333;39,18333333;60
20132;354001007919;354001007919;41,32;38,92;35,76;39,68;44;42,92;41,96;25
20132;308001079128;308001079128;42;39,84745763;35,08474576;41,71186441;39,71186441;38,76271186;40,16949153;59
20132;325754005404;325754005404;44,21428571;43,03571429;39,89285714;42,96428571;43,58928571;40,05357143;43,82142857;56
20132;305890001390;305890001390;40,08118081;38,85608856;35,48708487;40,29520295;38,89667897;38,37638376;37,96309963;271
20132;311001087989;311001087989;57,47826087;56,5173913;50,16086957;53,89130435;56,91304348;55,69130435;60,77391304;230
20132;219824000371;219824000371;36,7037037;44,96296296;37,14814815;42,7037037;41,77777778;43,14814815;42,92592593;27
20132;205480000588;205480000588;39,88372093;39,97674419;33,95348837;39,95348837;39,58139535;40,60465116;37,46511628;43
20132;123162001528;123162001528;43,11549296;43,22535211;39,66760563;44,63943662;43,10704225;42,89014085;41,42816901;355
20132;247980002420;247980002420;38,64912281;37,0877193;34,85964912;40,14035088;39,38596491;40,71929825;38,1754386;57
20132;108436000079;108436000079;39,7961165;36,21359223;32,38834951;38,10679612;38,83495146;37,67961165;39,3592233;103
20132;119001000079;119001000079;45,38582677;46,52755906;40,25984252;45,40944882;45,76377953;44,46456693;45,45669291;127
20132;111001102199;111001102199;45,90833333;46,55;41,6875;45,39583333;46,01666667;45,42083333;44,45;240
20132;386749000045;386749000045;43,87261146;44,71974522;39,48407643;44,58598726;45,87261146;44,01273885;43,61146497;157
20132;;376109002796;38,46067416;38,05617978;34,42696629;39,47191011;39,53932584;36,76404494;37,3258427;89
20132;344279001037;344279001037;52,89795918;48,3877551;45,83673469;48,06122449;52,32653061;50,57142857;46,97959184;49
20132;147001000994;147001000994;41,14186851;39,93425606;35,41868512;39,75432526;38,62283737;38,88927336;39,16608997;289
20132;311001032165;311001032165;46,48148148;48,92592593;42,22222222;46,22222222;46,48148148;47,40740741;49,40740741;27
20132;370001003595;370001003595;38,60273973;38,01369863;32,69863014;39,49315068;38,68493151;36,28767123;38,57534247;73
20132;213212000373;213212000373;42,96875;41,8125;36;41,125;43,65625;41,90625;40,53125;32
20132;185230001090;185230001090;42,14516129;42;35,12903226;42,72580645;42,62903226;41,85483871;41,61290323;62
20132;350001007077;350001007077;38,96610169;40,6440678;34,03389831;40,47457627;39,42372881;38,66101695;39,30508475;59
20132;368276002144;368276002144;45,63636364;49,09090909;46,45454545;49,45454545;47,81818182;52,09090909;51,54545455;11
20132;366001004730;366001004730;42,66666667;42,7254902;38,47058824;42,78431373;42,74509804;41,8627451;42,90196078;51
20132;111001024830;111001024830;45,58181818;45,8;40,61818182;45,01818182;43,81818182;42,83636364;44,92727273;55
20132;105001001490;105001001490;45,28514056;46,46184739;43,13654618;45,59839357;46,06425703;45,54216867;44,97991968;249
20131;311848000324;311848000324;63,52564103;55,30769231;51,26923077;54,57692308;57,61538462;53,76923077;84,42307692;78
20132;305887002111;305887002111;38,75;41,7;36,525;41,35;40,725;39,725;38,55;40
20132;113430002171;113430002171;43,34482759;43,29310345;40,24137931;42,18965517;43,5;43,70689655;41,9137931;58
20132;252687000918;252687000918;43,46666667;44,36666667;39;44,3;47,26666667;44,9;43,3;30
20132;366170000085;366170000085;58,2892562;51,5785124;47,39669421;52,04132231;55,80991736;56,11570248;55,52892562;121
20132;111001106984;111001106984;47,04;47,032;41,008;46,008;45,784;46,308;44,612;250
20132;173275000037;173275000037;42,14285714;41,74285714;34,91428571;41,62857143;40,88571429;40,97142857;43,65714286;35
20131;147001004094;147001004094;40;47,5;40,5;41,5;45;43;42;2
20132;111001012963;111001012963;47,38297872;46,80851064;41,55319149;46,60992908;48,95035461;47,9858156;45,66666667;141
20132;125754001418;125754001418;43,2345679;43,85185185;38,7037037;43,86419753;43,41975309;43,25925926;43,28395062;81
20132;325386000561;325386000561;45,41666667;42,70833333;37,66666667;43,95833333;39,625;41,20833333;38,70833333;24
20132;311001050252;311001050252;52,05454545;52,54545455;49,67272727;51,41818182;54,10909091;51,36363636;53,07272727;55
20132;176001016491;176001016491;41,09333333;42,59333333;38,46666667;42,43333333;42,44;41,64666667;41,50666667;150
20132;108758000864;108758000864;36,86363636;38,13636364;34,31818182;40,09090909;40,22727273;37,45454545;38,95454545;22
20132;311001087008;311001087008;45,28235294;45,57058824;39,68235294;45,36470588;45,13529412;45,47058824;46,99411765;170
20131;319001002135;319001002135;50,76470588;49,82352941;45,52941176;49,35294118;52,29411765;45,88235294;59,47058824;17
20132;325126000525;325126000525;44,90909091;46,09090909;40,36363636;46,09090909;48,15151515;47,6969697;46,72727273;33
20132;205120001435;205120001435;42,83050847;39,83050847;36,81355932;39,66101695;40,79661017;38,10169492;41,30508475;59
20132;219050000097;219050000097;43,37931034;40,89655172;36,44827586;42,5862069;43,79310345;43,27586207;38,93103448;29
20132;111001034134;111001034134;44,52849741;45,21761658;40,50259067;44,75129534;45,69430052;44,83937824;45,58031088;193
20132;105001011088;105001011088;41,47619048;42,75;37,29761905;42,86904762;41,13095238;39,98809524;40,55952381;84
20132;213001002809;213001002809;42,43438914;40,09954751;34,22624434;39,52941176;41,02714932;38,97285068;38,71945701;221
20132;311001001057;311001001057;54,19083969;50,80916031;46,20610687;51,20610687;54,39694656;51,96946565;55,18320611;131
20132;176109000842;176109002691;38,92682927;38,6097561;33,56097561;40,46341463;41,97560976;39,6097561;40,02439024;41
20132;168276001882;168276001882;48,66666667;45,67948718;40,42307692;44,98076923;46,30128205;46,73717949;42,62820513;156
20132;119001000265;119001000265;51,06164384;46,45890411;41,48630137;47,36986301;48,82191781;48,62328767;46,24657534;146
20132;105034000740;105034000740;42,63636364;41,23863636;36,84090909;42,72727273;42,44318182;41,06818182;42,23863636;88
20132;111001036781;111001036781;44,26443769;43,86322188;39,9787234;43,10334347;43,89361702;44,12765957;43,21884498;329
20132;213433000343;213433000343;38,70212766;39,34042553;34,04255319;39,27659574;40,91489362;35,04255319;38,55319149;47
20132;205001009797;205001009797;45,58389262;44,95302013;39,40939597;45,27516779;45,03355705;43,04697987;44,63087248;149
20132;168081003732;568081006010;46,92622951;45,05327869;45,29098361;45,22131148;46,06147541;46,77459016;43,51229508;244
20132;276275000197;276275000197;37,75;38,70833333;35,45833333;40,41666667;35,45833333;38,04166667;40,20833333;24
20132;105837000242;105837000242;39;36,77714286;34,57142857;39,09142857;39,22285714;36,04571429;37,10857143;175
20132;170508000076;170508000076;40,61016949;40,88983051;38,05084746;41,31355932;41,55084746;43,06779661;39,19491525;118
20132;152378000038;152378000038;60,70229008;46,52671756;44,0610687;46,58015267;49,3129771;72,13740458;44,35877863;131
20132;225269000211;225269000211;42,97959184;44,73469388;37,79591837;41,83673469;44,91836735;42,59183673;42,46938776;49
20132;215632000681;215632000681;42,32075472;40,01886792;32,62264151;39,67924528;41,58490566;41,20754717;39,35849057;53
20132;363001002771;363001002771;43,33333333;42,04761905;41,23809524;47;43,66666667;45,28571429;43,28571429;21
20132;285410000916;285410000916;45,125;37,5;36;41,875;38,9375;40,125;39,125;16
20132;108001077495;108001077495;44,2826087;42,67391304;38,98913043;43,7173913;42,55978261;45,07065217;43,35326087;184
20132;311001106665;311001106665;41,09433962;43,43396226;36,62264151;42,81132075;42,66037736;40,35849057;42,60377358;53
20132;325483000513;325483000513;41,66666667;40,42424242;37,21212121;41;40,06060606;42,12121212;39,27272727;33
20132;176147002174;176147002174;41,29508197;40,50819672;37;41,90163934;40,29508197;38,72131148;40,60655738;61
20132;108758000091;108758000091;41,97297297;38,48648649;36;40,43243243;40,91891892;38,32432432;40,35135135;37
20132;105631000106;105631000106;47,92105263;48,97368421;41,71052632;46,07894737;47,65789474;44,44736842;48,89473684;38
20132;113001000143;113001000143;36,74509804;37,58823529;34,25490196;39,98039216;39,66666667;38,1372549;39,17647059;51
20132;183247000213;183247000213;41,59322034;42,43220339;37,25423729;41,83898305;41,01694915;40,07627119;40,16101695;118
20132;311001003271;311001003271;55,14423077;53,31730769;51,19230769;52,50961538;54,01923077;52,78846154;66,63461538;104
20132;281794001668;281794001668;42,57142857;42,23809524;39,47619048;39,33333333;39,9047619;40,19047619;40,28571429;21
20132;154001000087;154001000087;51,45;48,925;47,09166667;49,40833333;52,19166667;49,825;50,81666667;120
20132;123090000301;123090000301;40,9137931;42,07758621;37,86206897;42,59482759;43,52586207;44,82758621;41,04310345;116
20132;311001105448;311001105448;40,58854167;40,65104167;36,55208333;41,39583333;39,92708333;38,47916667;40,03645833;192
20131;141551000284;141551000284;52,67857143;47,51785714;42,69642857;47,67857143;49,60714286;45,96428571;46,33928571;56
20132;223807004386;223807004386;42,9;41,06666667;37,2;40,1;40,96666667;41,76666667;38,83333333;30
20132;185250000201;185250000201;46,45614035;44,58479532;39,31578947;45,47953216;45,97660819;45,95906433;43,21637427;171
20132;311001002070;311001002070;58,38028169;56,38028169;49,25352113;54,46478873;55,42253521;55,26760563;66,45070423;71
20132;468861001497;468861001497;38,28571429;39,5;33;40;38,21428571;36,5;40,07142857;14
20132;113442000297;113442000297;41,18867925;40,60377358;36,67924528;41,60377358;42,01886792;38,69811321;39,47169811;53
20132;341001060961;341001060961;40,27586207;40,44827586;34,86206897;40,72413793;41,96551724;36,17241379;39,72413793;29
20132;315176000971;315176000971;46,40909091;48,04545455;44,77272727;46,95454545;47,31818182;46,68181818;44,36363636;22
20132;123001002346;123001002346;45,41919192;45,92929293;42,2020202;44,86868687;46,37878788;45,14646465;44,37878788;198
20132;305045001658;305045001658;41,89767442;40,18604651;37,15348837;41,48372093;40,63255814;39,10232558;40,1255814;215
20132;125873000209;125873000209;45,01960784;43,93137255;38,63235294;43,14215686;43,97058824;44,07352941;43,39215686;204
20132;125402003062;125402003062;42,80748663;44,31016043;39,28342246;43,03743316;43,05882353;44,06417112;43,76470588;187
20132;305001006784;305001006784;71,31081081;60,35135135;62,01351351;61,18918919;68,39189189;66,13513514;78,28378378;74
20132;113838000087;113838000087;40,87012987;40,80519481;37,03896104;40,11688312;42,67532468;41,8961039;42,54545455;77
20132;305697000599;305697000599;40,05154639;38,68041237;35,40206186;40,05154639;39,43298969;37,82474227;36,7628866;97
20132;341396002096;341396002096;39,75;39,15;33,5;42,05;41,05;38,2;37,6;20
20132;305001022631;305001022631;41,4047619;41,5952381;36,54761905;41,20238095;39,25595238;38,625;41,21428571;168
20132;105579000259;105579000259;40,13432836;38,58208955;33,88059701;40,61940299;38,87313433;36,1119403;37,86567164;134
20132;186219000070;186219000070;45,94871795;47,02564103;41,84615385;49,61538462;47,38461538;46,84615385;44,30769231;39
20132;105001000990;105001000990;41,57142857;41,72857143;39,72857143;44,25;42,86428571;41,49285714;42,46428571;140
20132;168444000285;168444000285;41,59183673;42,87755102;36,36734694;41,87755102;41,91836735;42,3877551;41,14285714;49
20132;108758000112;108758000112;41,94285714;41,17142857;37,68571429;42,54285714;42,21428571;42,81428571;41,71428571;70
20132;108001079293;108001079293;45,53731343;44,14179104;37,82089552;44,46268657;43,43283582;43,98507463;42,69402985;134
20132;111001104183;111001104183;44,99579832;45,00420168;40,96638655;44,15546218;45,13865546;45,77731092;43,19327731;238
20132;213760000152;213760000152;40,7173913;36,58695652;35,04347826;41,84782609;41,06521739;39,34782609;37,73913043;46
20131;352001003350;352001003350;57,46666667;47,6;43,33333333;51,93333333;52,33333333;46,86666667;48,6;15
20131;376001000829;376001000829;62,04081633;54,51020408;53,16326531;55,89795918;60,3877551;59,04081633;74,02040816;49
20131;376147000103;376147000103;54,17142857;48,94285714;50,77142857;48,85714286;51,37142857;48,28571429;56,91428571;35
20132;205030000189;205030000189;44,31818182;40,77272727;38,40909091;43,54545455;44,36363636;42,54545455;42,36363636;22
20132;311001034362;311001034362;47,21052632;45,57894737;40,84210526;46,42105263;46,42105263;47;49,73684211;19
20132;241668000131;241668000131;37,07692308;40,07692308;36,15384615;39,38461538;44;37,84615385;38,61538462;13
20132;154377000207;154377000207;44,30136986;44,10958904;39,89041096;43,49315068;45,93150685;43,61643836;42,45205479;73
20132;117662002792;117662000188;41,14814815;44,35185185;38,07407407;43,93518519;43,69444444;43,2962963;40,26851852;108
20132;118001003152;118001003152;41,94339623;43,67924528;37,94339623;42,09433962;41,9245283;42,43396226;40,83018868;53
20131;305001017361;305001017361;39,6875;42,75;37,75;44,60416667;40,8125;38,64583333;40,08333333;48
20132;266456000584;266456000584;40,11111111;40;31,55555556;38,77777778;37,77777778;38,66666667;39,88888889;9
20132;111001018341;111001018341;45,51376147;48,33027523;39,5412844;45,62385321;46,11009174;46,47706422;45,36697248;109
20132;368682000306;368682000306;40,64285714;42,96428571;36,28571429;40,64285714;39,35714286;39,89285714;40,25;28
20132;205034000248;205034000248;43,48275862;42,39655172;38,84482759;44,51724138;43,34482759;42,24137931;42,05172414;58
20132;311102001287;311102001287;46,95360825;48,41752577;42,18556701;46,86082474;46,82989691;47,02061856;45,04123711;194
20132;120013000463;120013000463;43,11594203;42,28985507;37,09057971;44,4673913;44,18115942;42,39855072;41,71376812;276
20132;311001042829;311001042829;44,14285714;46,08571429;41,45714286;45,08571429;45,05714286;43,31428571;42,48571429;35
20131;176001005813;176001005813;53,04195804;50,37762238;46,76923077;50,6993007;52,35664336;48,68531469;49,64335664;143
20132;181065002048;181065002048;47,35;48,28333333;40,76666667;47,38333333;50,03333333;48,98333333;44,43333333;60
20131;176834002559;176834002559;46,22222222;44,27777778;42,11111111;46,61111111;44,66666667;42,22222222;41,16666667;18
20132;319142001108;319142001108;38,39805825;37,23300971;33,02912621;39,12621359;37,27184466;34,42718447;37,2038835;103
20132;154001006999;154001001687;43,96688742;45,28476821;41,35761589;43,56953642;42,81456954;45,18543046;43,29801325;151
20132;315681000331;315681000331;39,58461538;40,38461538;34,98461538;41,07692308;39,2;40,01538462;39,06153846;65
20132;270742000076;270742000076;46,58333333;46,11111111;40,22222222;42,77777778;46,16666667;46,02777778;41,25;36
20132;411102000293;411102000293;47;48,46774194;43,64516129;49,22580645;49,24193548;50,48387097;51;62
20132;447001002761;447001002761;48,52173913;47,69565217;44,13043478;48,91304348;46,17391304;44,60869565;48;23
20132;113001003053;113001003053;53,15730337;49,83895131;44,88764045;48,97752809;51,90262172;52,44194757;48,12359551;267
20131;117001000998;117001000998;48;49,46153846;51,92307692;48;47,61538462;42,15384615;48,61538462;13
20131;352001005239;352001005239;52,41935484;47,64516129;44,55913978;48,2688172;50,40860215;47,37634409;47,33333333;93
20132;154670001056;154670001056;40,73076923;41,46153846;36,40384615;39,82692308;42,30769231;40,82692308;39,98076923;52
20132;123001007038;123001007038;44,88679245;46,50943396;39,96226415;43,83018868;47;46;44,67924528;53
20132;313001009361;313001009361;46,81818182;46,87878788;41,03030303;46,72727273;46,93939394;49,63636364;47,84848485;33
20132;176497000093;176497000093;42,0776699;42,70873786;39,0776699;43,31067961;41,18446602;40,23300971;41,32038835;103
20132;241483000186;241483000186;40,15384615;42,07692308;36,92307692;39,53846154;39,38461538;42,69230769;40,61538462;13
20132;305001014892;305001014892;51,55882353;50,47058824;48,29411765;51,05882353;51,76470588;51,38235294;63,52941176;34
20132;176001014138;176001014138;41,27131783;41,18604651;37,41085271;42,60465116;41,86046512;41,57364341;41,39534884;129
20132;105001008249;105001008249;43,4556962;42,89873418;36,48101266;42,97468354;40,94936709;41,89873418;41,34177215;79
20131;319001000451;319001000451;52,35064935;47,4025974;44,4025974;47,85714286;47,2987013;46,84415584;49,1038961;77
20132;315001000145;315001000145;46,03030303;46,45454545;40,57575758;47,06060606;46,54545455;47,24242424;46,27272727;33
20132;168001003010;168001003010;41,64705882;40,73529412;36,79411765;41,64705882;41,73529412;42,32352941;40,97058824;34
20132;217001003754;217001003754;40,46153846;39,92307692;35,69230769;40,84615385;41,30769231;37,23076923;38,07692308;13
20132;311001093041;311001093041;62,80952381;56;51,42857143;57,71428571;59,66666667;56,42857143;61,14285714;21
20132;247960000662;247960000662;40,08333333;37,33333333;34,29166667;37,75;37,375;36,29166667;34,375;24
20132;250330000623;250330000623;42,33333333;49;42,83333333;45,5;45,33333333;41,33333333;43,66666667;6
20132;270713000199;270713000199;38,25641026;37,76923077;36,8974359;39,02564103;41,76923077;38,97435897;40,46153846;39
20132;308001000319;308001000319;51,49367089;51,51898734;49,46835443;53,51898734;52,91139241;54,4556962;56,81012658;79
20132;376001031121;376001031121;43,04878049;43,48780488;38,09756098;41,87804878;41,34146341;40,68292683;41,51219512;41
20132;215814000253;215814000253;42,62264151;41,96226415;38,69811321;42,1509434;42,86792453;43,67924528;43,09433962;53
20131;308001004209;308001004209;68,29069767;54,84883721;52,74418605;54,3372093;59,6627907;58,09302326;88,27906977;86
20132;311769000556;311769000556;61,33333333;57,66666667;52,08333333;55,20833333;57,83333333;56,79166667;78,33333333;24
20131;111001102148;111001013323;41,95238095;42,80952381;37,33333333;44,0952381;41,76190476;43,66666667;39,14285714;21
20132;376001038974;376001038974;42,86111111;44,47222222;40,5;42,83333333;42,88888889;42,41666667;41,08333333;36
20132;173001001053;173001010290;40,21818182;40,65454545;37,81818182;43,18181818;39,94545455;40,07272727;37,69090909;55
20132;215759001768;215759001768;41,28;47,48;40,12;45,24;46,48;42,72;39,72;25
20132;123678000013;123678000013;40,23529412;40,66176471;37,31617647;40,94852941;41,28676471;42,21323529;40,19117647;136
20132;305001014264;305001014264;44,66666667;40,52380952;39,33333333;43,33333333;42,85714286;42,9047619;47,19047619;21
20132;350001003063;350001003063;41,6;40,76666667;36,71666667;41,1;39,76666667;37,76666667;40,98333333;60
20132;305001011583;305001011583;55,39130435;49,2173913;44,82608696;51,47826087;52,52173913;50,69565217;55,56521739;23
20132;170742000071;170742000071;43,25806452;43,60215054;40,09677419;44,07526882;46,13978495;45,23655914;42,06451613;93
20132;366001002613;366001002613;50,20512821;48,96153846;44,48717949;49,83333333;52,02564103;50,03846154;50,78205128;78
20132;115476000124;115476000124;44,27083333;44,97916667;39,3125;43,58333333;43,60416667;46;42,66666667;48
20132;323001002311;323001002311;53,4;53,64;48,92;52,8;56,24;56,32;63,24;25
20132;108078000029;108078000029;41,27272727;41,44628099;37,74380165;42,42975207;41,89256198;42,67768595;40,80165289;121
20132;105001003450;105001019879;44,2;46,49333333;43,32;45,65333333;43,37333333;45,05333333;48,74666667;75
20132;105360000105;105360000105;42,70454545;42,95454545;37,75;43,31060606;42,03030303;41,25757576;42,28787879;132
20132;105001000418;105001000418;44,05607477;44,65420561;40,90654206;44,18691589;45,08411215;44,18691589;42,05607477;107
20132;305400000544;305400000544;41,51111111;40,15555556;37,26666667;40,28888889;43,31111111;40,33333333;40,73333333;45
20132;154498000042;154498000042;49,86896552;46,06206897;41,44137931;47,72413793;47,79310345;48,2137931;44,24137931;145
20132;244560000037;244560000037;40,9375;36,4375;30,6875;40,375;39,0625;35;40,75;16
20132;111001104256;111001104256;46,35121951;44,88780488;39,27804878;44,50731707;45,30243902;46,37073171;43,48780488;205
20132;241020000021;241020000021;43,17241379;42,89655172;36,03448276;44,34482759;42,31034483;41,44827586;41,17241379;29
