n;estrato;grado;prueba;NoHoja;establecimiento;enteTerr;municipio;sexo;sector;zona;zonaStab;nivel;disSenso;copietas;weight;score1;score2;score3;score4;score5
118;120391919;5;M;06124955;105001002976;03;05001;1;1;1;1;3;0;0;12;0,59;0,59;0,42;0,81;0,78
118;120391919;5;M;06124956;105001002976;03;05001;1;1;1;1;3;0;0;12;0,87;0,71;0,54;0,20;0,65
118;120391919;5;M;06124957;105001002976;03;05001;2;1;1;1;3;0;0;12;-0,05;-0,29;-0,73;-0,48;-0,36
118;120391919;5;M;06124843;105001002976;03;05001;2;1;1;1;3;0;0;12;-0,74;-0,91;-0,65;-0,24;0,20
118;120391919;5;M;06124846;105001002976;03;05001;2;1;1;1;3;0;0;12;-0,50;0,09;0,05;-0,47;-0,66
118;120391919;5;M;06124847;105001002976;03;05001;1;1;1;1;3;0;0;12;1,20;1,68;1,11;1,30;1,60
118;120391919;5;M;06124850;105001002976;03;05001;1;1;1;1;3;0;0;12;0,43;0,09;-0,23;0,70;0,48
118;120391919;5;M;06124851;105001002976;03;05001;1;1;1;1;3;0;0;12;0,45;0,30;0,00;0,08;0,60
118;120391919;5;M;06124852;105001002976;03;05001;1;1;1;1;3;0;0;12;0,22;-0,06;0,30;-0,12;-0,40
118;120391919;5;M;06124853;105001002976;03;05001;1;1;1;1;3;0;0;12;0,15;0,27;-0,33;-0,02;-0,05
118;120391919;5;M;06124855;105001002976;03;05001;1;1;1;1;3;0;0;12;-0,37;0,09;0,14;0,26;-0,10
118;120391919;5;M;06124856;105001002976;03;05001;2;1;1;1;3;0;0;12;0,63;1,39;1,29;1,20;1,02
118;120391919;5;M;06124859;105001002976;03;05001;2;1;1;1;3;0;0;12;1,28;0,87;1,21;1,35;1,40
118;120391919;5;M;06124860;105001002976;03;05001;2;1;1;1;3;0;0;12;0,82;0,68;0,87;0,02;0,98
118;120391919;5;M;06124861;105001002976;03;05001;2;1;1;1;3;0;0;12;-0,78;-1,33;-0,77;-0,58;-1,13
118;120391919;5;M;06124862;105001002976;03;05001;2;1;1;1;3;0;0;12;1,29;1,35;1,41;1,12;1,32
118;120391919;5;M;06124865;105001002976;03;05001;1;1;1;1;3;0;0;12;-0,21;-0,27;-0,23;0,01;-0,11
118;120391919;5;M;06124866;105001002976;03;05001;1;1;1;1;3;0;0;12;2,10;2,14;1,96;1,95;2,44
118;120391919;5;M;06124869;105001002976;03;05001;2;1;1;1;3;0;0;12;0,89;1,56;1,78;1,52;1,59
118;120391919;5;M;06124870;105001002976;03;05001;3;1;1;1;3;0;0;12;1,64;1,24;1,67;1,83;1,70
118;120391919;5;M;06124871;105001002976;03;05001;1;1;1;1;3;0;0;12;1,71;1,89;1,24;2,06;1,83
118;120391919;5;M;06124872;105001002976;03;05001;1;1;1;1;3;0;0;12;-0,51;-0,33;-0,14;-0,08;-0,87
118;120391919;5;M;06124874;105001002976;03;05001;3;1;1;1;3;1;0;12;-0,82;-0,64;-0,89;0,01;-0,64
118;120391919;5;M;06124875;105001002976;03;05001;2;1;1;1;3;0;0;12;-0,05;-0,20;0,03;0,11;0,01
118;120391919;5;M;06124878;105001002976;03;05001;1;1;1;1;3;0;0;12;1,12;1,25;1,43;1,14;1,48
118;120391919;5;M;06124879;105001002976;03;05001;2;1;1;1;3;0;0;12;-0,35;-0,18;-0,16;0,02;-0,11
118;120391919;5;M;06124880;105001002976;03;05001;2;1;1;1;3;0;0;12;1,14;1,21;0,29;1,11;1,37
118;120391919;5;M;06124881;105001002976;03;05001;1;1;1;1;3;0;0;12;0,57;0,84;0,96;0,72;0,17
118;120391919;5;M;06124884;105001002976;03;05001;2;1;1;1;3;0;0;12;-0,02;-0,33;-0,31;0,18;0,04
118;120391919;5;M;06124885;105001002976;03;05001;2;1;1;1;3;0;0;12;0,24;-0,35;0,47;0,41;0,28
118;120391919;5;M;06124888;105001002976;03;05001;2;1;1;1;3;0;0;12;0,58;0,34;0,89;0,74;-0,29
118;120391919;5;M;06124889;105001002976;03;05001;2;1;1;1;3;0;0;12;0,81;2,09;1,08;0,94;0,97
118;120391919;5;M;06124890;105001002976;03;05001;2;1;1;1;3;0;0;12;-0,01;-0,38;-0,12;-0,30;-0,31
118;120391919;5;M;06124891;105001002976;03;05001;1;1;1;1;3;0;0;12;0,40;0,68;1,48;-0,07;0,71
118;120391919;5;M;06124893;105001002976;03;05001;3;1;1;1;3;0;0;12;-0,35;-0,19;-0,69;-0,88;-0,79
118;120391919;5;M;06124894;105001002976;03;05001;1;1;1;1;3;0;0;12;-0,46;-0,57;-1,01;-1,04;-0,68
118;120391919;5;M;06124897;105001002976;03;05001;1;1;1;1;3;0;0;12;0,51;1,06;0,87;1,03;0,58
118;120391919;5;M;06124898;105001002976;03;05001;1;1;1;1;3;0;0;12;-0,58;-0,22;-0,76;0,00;-0,62
118;120391919;5;M;06124899;105001002976;03;05001;1;1;1;1;3;0;0;12;1,42;2,05;1,77;2,14;1,57
118;120391919;5;M;06124900;105001002976;03;05001;1;1;1;1;3;0;0;12;-0,11;0,74;0,24;0,71;0,77
118;120391919;5;M;06124903;105001002976;03;05001;1;1;1;1;3;0;0;12;-1,04;-0,03;-0,83;-1,06;-0,91
118;120391919;5;M;06124904;105001002976;03;05001;2;1;1;1;3;0;0;12;1,04;0,77;0,26;0,70;0,40
118;120391919;5;M;06124907;105001002976;03;05001;1;1;1;1;3;1;0;12;-1,18;-0,20;-0,61;-0,64;-0,87
118;120391919;5;M;06124908;105001002976;03;05001;2;1;1;1;3;0;0;12;0,93;1,42;0,98;2,12;1,25
118;120391919;5;M;06124909;105001002976;03;05001;1;1;1;1;3;0;0;12;1,53;0,81;1,49;0,53;1,42
118;120391919;5;M;06124910;105001002976;03;05001;2;1;1;1;3;0;0;12;0,30;0,69;0,46;0,20;0,68
118;120391919;5;M;06124911;105001002976;03;05001;1;1;1;1;3;0;0;12;0,56;-0,26;0,48;0,18;0,54
118;120391919;5;M;06124914;105001002976;03;05001;1;1;1;1;3;0;0;12;0,06;0,58;0,21;0,64;0,12
118;120391919;5;M;06124915;105001002976;03;05001;1;1;1;1;3;0;0;12;0,49;0,90;0,36;0,46;0,71
118;120391919;5;M;06124916;105001002976;03;05001;2;1;1;1;3;0;0;12;0,22;0,04;0,29;0,14;0,36
118;120391919;5;M;06124917;105001002976;03;05001;2;1;1;1;3;0;0;12;-0,76;-0,62;-0,47;-0,36;-0,31
118;120391919;5;M;06124920;105001002976;03;05001;2;1;1;1;3;0;0;12;0,64;0,29;0,37;0,33;0,70
118;120391919;5;M;06124921;105001002976;03;05001;2;1;1;1;3;0;0;12;0,81;-0,04;0,25;0,59;0,75
118;120391919;5;M;06124924;105001002976;03;05001;1;1;1;1;3;0;0;12;0,66;0,16;0,43;0,19;0,40
118;120391919;5;M;06124925;105001002976;03;05001;2;1;1;1;3;0;0;12;0,44;1,20;1,28;1,22;0,81
118;120391919;5;M;06124926;105001002976;03;05001;1;1;1;1;3;0;0;12;0,01;0,31;0,18;0,40;0,49
118;120391919;5;M;06124927;105001002976;03;05001;2;1;1;1;3;0;0;12;-0,47;-0,08;-0,19;0,26;-0,34
118;120391919;5;M;06124929;105001002976;03;05001;1;1;1;1;3;0;0;12;0,79;0,60;0,86;0,69;0,87
118;120391919;5;M;06124930;105001002976;03;05001;2;1;1;1;3;0;0;12;-0,25;0,05;-0,22;0,02;-0,16
118;120391919;5;M;06124933;105001002976;03;05001;1;1;1;1;3;0;0;12;-0,05;-0,20;0,02;-0,15;-0,29
118;120391919;5;M;06124934;105001002976;03;05001;1;1;1;1;3;0;0;12;2,01;1,28;0,72;0,95;1,77
118;120391919;5;M;06124935;105001002976;03;05001;2;1;1;1;3;0;0;12;1,16;0,83;0,69;0,98;1,26
118;120391919;5;M;06124936;105001002976;03;05001;2;1;1;1;3;0;0;12;0,91;1,62;0,78;1,04;1,02
118;120391919;5;M;06124939;105001002976;03;05001;2;1;1;1;3;0;0;12;-1,11;-0,70;-0,65;-0,83;-1,04
118;120391919;5;M;06124940;105001002976;03;05001;2;1;1;1;3;0;0;12;0,21;0,26;0,74;0,53;0,35
118;120391919;5;M;06124943;105001002976;03;05001;1;1;1;1;3;0;0;12;1,40;0,31;0,52;0,81;0,72
118;120391919;5;M;06124944;105001002976;03;05001;2;1;1;1;3;0;0;12;-1,06;-0,62;-0,72;-1,32;-1,03
118;120391919;5;M;06124945;105001002976;03;05001;2;1;1;1;3;0;0;12;0,09;0,21;0,79;-0,15;0,01
118;120391919;5;M;06124946;105001002976;03;05001;2;1;1;1;3;0;0;12;-0,28;0,06;0,02;-0,26;-0,32
98;130391919;5;M;06367953;105001003131;03;05001;2;1;1;1;3;0;0;16;0,96;0,49;-0,18;0,11;0,76
98;130391919;5;M;06367950;105001003131;03;05001;2;1;1;1;3;0;0;16;0,06;0,18;-0,08;-0,27;0,27
98;130391919;5;M;06367949;105001003131;03;05001;2;1;1;1;3;0;0;16;1,30;1,57;1,19;2,44;1,08
98;130391919;5;M;06367948;105001003131;03;05001;2;1;1;1;3;0;0;16;0,21;0,41;-0,02;-0,15;-0,35
98;130391919;5;M;06367947;105001003131;03;05001;2;1;1;1;3;0;0;16;0,15;-0,17;0,13;-0,40;0,01
98;130391919;5;M;06367945;105001003131;03;05001;1;1;1;1;3;0;0;16;-0,01;-0,26;-0,30;0,05;-0,28
98;130391919;5;M;06367944;105001003131;03;05001;1;1;1;1;3;0;0;16;-0,40;-0,21;-0,70;-0,55;-1,18
98;130391919;5;M;06367941;105001003131;03;05001;2;1;1;1;3;0;0;16;-0,40;0,00;0,17;-0,51;0,08
98;130391919;5;M;06367940;105001003131;03;05001;1;1;1;1;3;0;0;16;1,66;1,14;1,64;1,13;1,40
98;130391919;5;M;06367939;105001003131;03;05001;1;1;1;1;3;0;0;16;-0,09;0,18;0,55;1,17;0,75
98;130391919;5;M;06367938;105001003131;03;05001;1;1;1;1;3;0;0;16;0,80;-0,05;-0,01;0,34;1,20
98;130391919;5;M;06367936;105001003131;03;05001;1;1;1;1;3;0;0;16;-0,79;0,36;-0,03;0,27;-0,17
98;130391919;5;M;06367935;105001003131;03;05001;2;1;1;1;3;0;0;16;1,49;1,30;0,82;1,17;0,78
98;130391919;5;M;06367932;105001003131;03;05001;1;1;1;1;3;0;0;16;-0,55;-0,95;-0,62;-0,55;-0,75
98;130391919;5;M;06367931;105001003131;03;05001;2;1;1;1;3;0;0;16;1,85;1,06;1,45;1,22;0,88
98;130391919;5;M;06367930;105001003131;03;05001;2;1;1;1;3;0;0;16;1,37;1,09;1,70;1,28;1,11
98;130391919;5;M;06367929;105001003131;03;05001;1;1;1;1;3;0;0;16;-0,08;-0,18;0,44;0,21;0,94
98;130391919;5;M;06367926;105001003131;03;05001;1;1;1;1;3;0;0;16;-1,20;0,02;-0,13;-0,27;-0,36
98;130391919;5;M;06367925;105001003131;03;05001;2;1;1;1;3;0;0;16;-0,54;0,22;-0,37;-0,10;0,03
98;130391919;5;M;06367922;105001003131;03;05001;2;1;1;1;3;0;0;16;-0,55;0,42;-0,40;-0,44;0,04
98;130391919;5;M;06367921;105001003131;03;05001;1;1;1;1;3;0;0;16;0,64;0,41;0,56;0,68;0,25
98;130391919;5;M;06367919;105001003131;03;05001;1;1;1;1;3;0;0;16;0,89;1,28;0,91;0,57;0,33
98;130391919;5;M;06367917;105001003131;03;05001;1;1;1;1;3;0;0;16;-0,22;-0,34;-0,19;-0,42;0,08
98;130391919;5;M;06367916;105001003131;03;05001;2;1;1;1;3;0;0;16;0,07;0,55;-0,06;-0,08;0,14
98;130391919;5;M;06367915;105001003131;03;05001;2;1;1;1;3;0;0;16;1,17;0,78;0,20;0,85;1,00
98;130391919;5;M;06367914;105001003131;03;05001;1;1;1;1;3;0;0;16;-0,55;-0,66;-0,38;-0,19;-0,37
98;130391919;5;M;06367911;105001003131;03;05001;1;1;1;1;3;0;0;16;0,13;-0,43;-0,79;-0,07;-0,46
98;130391919;5;M;06367909;105001003131;03;05001;2;1;1;1;3;0;0;16;-0,10;-0,07;-0,29;0,38;0,23
98;130391919;5;M;06367908;105001003131;03;05001;2;1;1;1;3;0;0;16;-0,02;-0,80;0,07;-0,28;-0,18
98;130391919;5;M;06367907;105001003131;03;05001;2;1;1;1;3;0;0;16;-0,85;-0,62;-1,01;-0,43;-1,19
98;130391919;5;M;06367905;105001003131;03;05001;1;1;1;1;3;0;0;16;-0,40;-0,59;-0,23;-0,68;-0,48
98;130391919;5;M;06367902;105001003131;03;05001;1;1;1;1;3;0;0;16;-0,76;-0,56;-0,64;-0,84;-0,66
98;130391919;5;M;06367901;105001003131;03;05001;2;1;1;1;3;0;0;16;-0,48;-0,96;-1,17;-0,90;-1,07
98;130391919;5;M;06367900;105001003131;03;05001;2;1;1;1;3;0;0;16;-1,20;-0,60;-1,15;-0,97;-1,31
98;130391919;5;M;06367897;105001003131;03;05001;1;1;1;1;3;0;0;16;-0,43;-0,42;-0,55;-0,51;-0,22
98;130391919;5;M;06367894;105001003131;03;05001;2;1;1;1;3;0;0;16;0,12;0,02;0,66;0,10;-0,43
98;130391919;5;M;06367893;105001003131;03;05001;2;1;1;1;3;0;0;16;-0,49;-0,97;-0,46;-0,68;-0,67
98;130391919;5;M;06367892;105001003131;03;05001;1;1;1;1;3;0;0;16;0,55;-0,14;0,57;0,51;0,23
98;130391919;5;M;06367890;105001003131;03;05001;1;1;1;1;3;0;0;16;1,06;0,57;0,52;0,96;0,67
98;130391919;5;M;06367888;105001003131;03;05001;2;1;1;1;3;0;0;16;-1,19;-0,12;-0,82;-0,98;-0,45
64;120391919;5;M;06060947;105001003221;03;05001;1;1;1;1;3;0;0;12;1,86;2,15;2,78;2,16;2,25
64;120391919;5;M;06060948;105001003221;03;05001;2;1;1;1;3;0;0;12;-0,27;-0,86;-0,75;-0,49;-0,43
64;120391919;5;M;06060949;105001003221;03;05001;1;1;1;1;3;0;0;12;1,28;2,75;2,29;2,77;1,95
64;120391919;5;M;06060950;105001003221;03;05001;1;1;1;1;3;0;0;12;-0,40;-0,89;-0,56;-1,07;-0,91
64;120391919;5;M;06060953;105001003221;03;05001;1;1;1;1;3;0;0;12;1,39;1,00;1,62;1,30;1,22
64;120391919;5;M;06060954;105001003221;03;05001;2;1;1;1;3;0;0;12;-0,44;-0,23;-0,67;-0,92;-0,32
64;120391919;5;M;06060957;105001003221;03;05001;2;1;1;1;3;0;0;12;0,22;0,49;0,47;0,61;0,22
64;120391919;5;M;06060958;105001003221;03;05001;2;1;1;1;3;0;0;12;-0,39;-0,51;-0,63;-0,91;-1,49
64;120391919;5;M;06060959;105001003221;03;05001;2;1;1;1;3;0;0;12;-0,03;-0,07;-0,35;-0,02;-0,21
64;120391919;5;M;06060960;105001003221;03;05001;1;1;1;1;3;0;0;12;-0,34;-0,75;-0,62;-0,63;-0,39
64;120391919;5;M;06060962;105001003221;03;05001;2;1;1;1;3;0;0;12;1,14;0,67;0,59;1,34;0,77
64;120391919;5;M;06060963;105001003221;03;05001;2;1;1;1;3;0;0;12;-0,10;-0,54;-0,15;-1,09;-0,22
64;120391919;5;M;06060966;105001003221;03;05001;1;1;1;1;3;0;0;12;-0,69;-0,61;-1,01;-1,40;-0,98
64;120391919;5;M;06060967;105001003221;03;05001;1;1;1;1;3;0;0;12;-0,37;0,22;-0,39;0,21;-0,38
64;120391919;5;M;06060968;105001003221;03;05001;1;1;1;1;3;0;0;12;0,66;0,09;0,63;0,04;0,28
64;120391919;5;M;06060969;105001003221;03;05001;1;1;1;1;3;0;0;12;-0,10;-0,56;-0,38;-0,71;-0,62
64;120391919;5;M;06060972;105001003221;03;05001;1;1;1;1;3;0;0;12;-0,34;-0,92;-1,14;-0,61;-0,92
64;120391919;5;M;06060973;105001003221;03;05001;2;1;1;1;3;0;0;12;0,22;-0,21;-0,31;0,11;-0,42
64;120391919;5;M;06060976;105001003221;03;05001;2;1;1;1;3;0;0;12;1,40;1,10;1,25;1,32;1,67
64;120391919;5;M;06060977;105001003221;03;05001;2;1;1;1;3;0;0;12;0,19;-0,01;-0,21;-0,14;0,85
64;120391919;5;M;06060978;105001003221;03;05001;2;1;1;1;3;0;0;12;0,17;0,21;-0,06;0,50;0,71
64;120391919;5;M;06060919;105001003221;03;05001;1;1;1;1;3;0;0;12;1,59;1,23;1,12;1,29;0,90
64;120391919;5;M;06060922;105001003221;03;05001;2;1;1;1;3;0;0;12;-1,08;-1,55;-0,79;-0,65;-1,04
64;120391919;5;M;06060923;105001003221;03;05001;1;1;1;1;3;0;0;12;0,67;0,92;0,52;0,15;0,42
64;120391919;5;M;06060924;105001003221;03;05001;2;1;1;1;3;0;0;12;0,08;0,95;0,71;0,95;0,94
64;120391919;5;M;06060925;105001003221;03;05001;1;1;1;1;3;0;0;12;0,81;1,50;1,27;1,17;1,02
64;120391919;5;M;06060928;105001003221;03;05001;2;1;1;1;3;0;0;12;-1,15;-1,66;-1,77;-1,49;-1,35
64;120391919;5;M;06060929;105001003221;03;05001;1;1;1;1;3;0;0;12;-0,32;-0,68;-0,33;-0,41;0,14
64;120391919;5;M;06060932;105001003221;03;05001;2;1;1;1;3;0;0;12;-1,29;-1,32;-0,83;-1,18;-1,33
64;120391919;5;M;06060933;105001003221;03;05001;1;1;1;1;3;0;0;12;0,01;-0,40;-0,09;-0,09;-0,20
64;120391919;5;M;06060934;105001003221;03;05001;2;1;1;1;3;0;0;12;1,68;1,16;0,91;0,43;1,34
64;120391919;5;M;06060935;105001003221;03;05001;1;1;1;1;3;0;0;12;-0,49;-1,08;-0,62;-0,61;-1,12
64;120391919;5;M;06060937;105001003221;03;05001;2;1;1;1;3;0;0;12;0,00;0,17;0,63;0,25;0,09
64;120391919;5;M;06060938;105001003221;03;05001;1;1;1;1;3;0;0;12;3,07;2,70;2,05;2,48;2,95
64;120391919;5;M;06060941;105001003221;03;05001;1;1;1;1;3;0;0;12;-1,30;-0,79;-0,98;-0,96;-1,01
64;120391919;5;M;06060942;105001003221;03;05001;2;1;1;1;3;0;0;12;-0,06;-0,86;-0,78;-0,55;-0,12
64;120391919;5;M;06060943;105001003221;03;05001;1;1;1;1;3;0;0;12;-0,16;-0,35;-0,68;-0,03;0,07
64;120391919;5;M;06060944;105001003221;03;05001;2;1;1;1;3;0;0;12;-0,54;-0,58;-0,36;-0,84;0,01
33;130391919;5;M;06036419;105001005410;03;05001;2;1;1;1;4;0;0;11;1,05;0,92;0,71;0,68;1,00
33;130391919;5;M;06036422;105001005410;03;05001;1;1;1;1;4;0;0;11;1,79;0,50;0,54;0,83;0,16
33;130391919;5;M;06036423;105001005410;03;05001;1;1;1;1;4;0;0;11;1,49;0,72;0,40;1,42;1,29
33;130391919;5;M;06036424;105001005410;03;05001;2;1;1;1;4;0;0;11;-0,51;-0,59;-0,53;-0,05;-0,77
33;130391919;5;M;06036425;105001005410;03;05001;2;1;1;1;4;0;0;11;-0,93;-1,66;-1,16;-0,71;-1,29
33;130391919;5;M;06036427;105001005410;03;05001;2;1;1;1;4;0;0;11;-1,12;-1,34;-0,99;-0,95;-0,40
33;130391919;5;M;06036428;105001005410;03;05001;2;1;1;1;4;0;0;11;-0,14;-0,24;-0,34;-0,21;-0,26
33;130391919;5;M;06036431;105001005410;03;05001;1;1;1;1;4;0;0;11;-0,26;-0,07;-0,81;-0,44;-0,54
33;130391919;5;M;06036432;105001005410;03;05001;1;1;1;1;4;0;0;11;-0,60;-1,46;-1,09;-0,84;-0,55
33;130391919;5;M;06036433;105001005410;03;05001;1;1;1;1;4;0;0;11;0,00;-0,28;-0,47;-0,90;-0,98
33;130391919;5;M;06036434;105001005410;03;05001;2;1;1;1;4;0;0;11;-0,75;-0,51;-0,22;-0,72;-0,52
33;130391919;5;M;06036437;105001005410;03;05001;1;1;1;1;4;0;0;11;0,00;-0,29;-0,75;-0,26;-0,01
33;130391919;5;M;06036438;105001005410;03;05001;2;1;1;1;4;0;0;11;-0,32;-0,16;-0,16;-0,27;-0,37
33;130391919;5;M;06036441;105001005410;03;05001;2;1;1;1;4;0;0;11;0,16;0,48;0,46;-0,19;0,35
33;130391919;5;M;06036442;105001005410;03;05001;2;1;1;1;4;0;0;11;0,72;0,75;0,49;0,74;0,17
33;130391919;5;M;06036443;105001005410;03;05001;1;1;1;1;4;0;0;11;-0,61;-0,39;-0,84;-0,45;-0,64
33;130391919;5;M;06036444;105001005410;03;05001;1;1;1;1;4;0;0;11;1,17;0,45;0,56;0,45;-0,12
33;130391919;5;M;06036446;105001005410;03;05001;2;1;1;1;4;0;0;11;-0,41;0,44;-0,63;-0,39;-0,57
33;130391919;5;M;06036448;105001005410;03;05001;1;1;1;1;4;0;0;11;-0,31;-0,47;-0,52;-0,38;-0,55
35;130391919;5;M;06036449;105001005410;03;05001;2;1;1;1;4;0;0;11;-0,39;-0,76;-0,55;-0,36;-0,65
35;130391919;5;M;06036450;105001005410;03;05001;1;1;1;1;4;0;0;11;-0,57;-0,36;-0,23;-0,28;-0,52
35;130391919;5;M;06036453;105001005410;03;05001;1;1;1;1;4;0;0;11;-1,54;-1,94;-1,84;-2,02;-2,01
35;130391919;5;M;06036454;105001005410;03;05001;1;1;1;1;4;0;0;11;-0,26;-1,30;-1,20;-1,32;-0,57
35;130391919;5;M;06036457;105001005410;03;05001;2;1;1;1;4;0;0;11;-1,15;-1,44;-0,86;-1,00;-1,09
35;130391919;5;M;06036458;105001005410;03;05001;2;1;1;1;4;0;0;11;0,12;0,02;-0,28;0,24;-0,13
35;130391919;5;M;06036459;105001005410;03;05001;1;1;1;1;4;0;0;11;0,17;0,39;-0,16;-0,23;-0,16
35;130391919;5;M;06036460;105001005410;03;05001;1;1;1;1;4;0;0;11;0,24;0,43;-0,19;-0,01;0,18
35;130391919;5;M;06036462;105001005410;03;05001;2;1;1;1;4;0;0;11;-0,95;-0,53;-0,26;-0,63;-0,96
35;130391919;5;M;06036463;105001005410;03;05001;1;1;1;1;4;0;0;11;-1,52;-1,40;-1,02;-1,12;-1,26
35;130391919;5;M;06036466;105001005410;03;05001;2;1;1;1;4;0;0;11;-1,14;-0,26;-0,55;-0,50;-0,10
35;130391919;5;M;06036467;105001005410;03;05001;2;1;1;1;4;0;0;11;-0,04;0,17;-0,31;0,27;0,21
35;130391919;5;M;06036468;105001005410;03;05001;2;1;1;1;4;0;0;11;-1,46;-1,18;-1,35;-1,22;-0,86
35;130391919;5;M;06036469;105001005410;03;05001;1;1;1;1;4;0;0;11;0,65;1,13;0,33;0,72;1,09
35;130391919;5;M;06036472;105001005410;03;05001;1;1;1;1;4;0;0;11;-0,89;-1,41;-0,94;-1,59;-2,40
35;130391919;5;M;06036473;105001005410;03;05001;2;1;1;1;4;0;0;11;0,82;0,28;0,33;-0,77;-0,13
35;130391919;5;M;06036476;105001005410;03;05001;1;1;1;1;4;0;0;11;-1,34;-1,55;-1,25;-1,11;-1,31
35;130391919;5;M;06036477;105001005410;03;05001;1;1;1;1;4;0;0;11;1,57;1,57;1,99;1,03;1,22
35;130391919;5;M;06036478;105001005410;03;05001;1;1;1;1;4;0;0;11;-0,17;-0,14;0,41;-0,16;0,21
35;130391919;5;M;06036479;105001005410;03;05001;1;1;1;1;4;0;0;11;0,69;0,40;0,63;0,38;0,20
35;130391919;5;M;06036481;105001005410;03;05001;2;1;1;1;4;0;0;11;-1,71;-1,42;-1,13;-1,34;-1,68
31;130391919;5;M;06033081;105001007188;03;05001;1;1;1;1;3;0;0;9;0,31;-0,09;0,14;0,41;-0,04
31;130391919;5;M;06033082;105001007188;03;05001;2;1;1;1;3;0;0;9;-0,07;0,01;-0,45;-0,30;0,48
31;130391919;5;M;06033083;105001007188;03;05001;1;1;1;1;3;0;0;9;0,81;0,28;0,50;0,94;1,31
31;130391919;5;M;06033084;105001007188;03;05001;2;1;1;1;3;0;0;9;-0,68;-0,20;-0,59;-0,60;-0,57
31;130391919;5;M;06033086;105001007188;03;05001;2;1;1;1;3;0;0;9;-0,23;-0,31;0,05;-0,23;-0,24
31;130391919;5;M;06033087;105001007188;03;05001;1;1;1;1;3;0;0;9;0,40;0,76;0,45;-0,08;0,37
31;130391919;5;M;06033090;105001007188;03;05001;2;1;1;1;3;0;0;9;-0,33;0,53;-0,22;0,42;-0,23
31;130391919;5;M;06033091;105001007188;03;05001;1;1;1;1;3;0;0;9;-0,01;-0,20;-0,04;0,03;-0,06
31;130391919;5;M;06033092;105001007188;03;05001;2;1;1;1;3;0;0;9;-0,25;-0,14;-0,24;-0,52;-0,47
31;130391919;5;M;06033093;105001007188;03;05001;1;1;1;1;3;0;0;9;0,47;-0,22;0,06;0,98;0,40
31;130391919;5;M;06033096;105001007188;03;05001;1;1;1;1;3;0;0;9;0,83;1,23;0,14;1,28;1,25
31;130391919;5;M;06033097;105001007188;03;05001;1;1;1;1;3;0;0;9;0,77;1,61;1,38;0,79;0,95
31;130391919;5;M;06033100;105001007188;03;05001;2;1;1;1;3;0;0;9;1,12;0,68;0,77;0,88;0,03
31;130391919;5;M;06033101;105001007188;03;05001;2;1;1;1;3;0;0;9;0,81;0,37;0,81;0,11;0,52
31;130391919;5;M;06033102;105001007188;03;05001;2;1;1;1;3;0;0;9;0,55;0,38;0,55;-0,18;0,37
31;130391919;5;M;06033103;105001007188;03;05001;2;1;1;1;3;0;0;9;-0,01;0,58;0,39;0,53;0,17
31;130391919;5;M;06033105;105001007188;03;05001;2;1;1;1;3;0;0;9;-0,30;-0,02;-0,09;-0,38;-0,20
31;130391919;5;M;06033106;105001007188;03;05001;1;1;1;1;3;0;0;9;0,10;0,28;0,06;0,04;-0,26
31;130391919;5;M;06033109;105001007188;03;05001;2;1;1;1;3;0;0;9;0,22;0,80;0,83;0,93;0,34
31;130391919;5;M;06033110;105001007188;03;05001;2;1;1;1;3;0;0;9;-0,52;-0,79;-0,40;-0,48;-0,23
31;130391919;5;M;06033111;105001007188;03;05001;1;1;1;1;3;0;0;9;0,62;0,11;0,38;0,35;0,45
30;130391919;5;M;06033052;105001007188;03;05001;1;1;1;1;3;0;0;11;2,53;1,57;1,73;1,70;1,76
30;130391919;5;M;06033055;105001007188;03;05001;2;1;1;1;3;0;0;11;-0,48;0,18;-0,12;-0,10;-0,08
30;130391919;5;M;06033056;105001007188;03;05001;2;1;1;1;3;0;0;11;-0,08;0,96;0,25;0,53;0,36
30;130391919;5;M;06033059;105001007188;03;05001;3;1;1;1;3;0;0;11;-0,31;-1,11;-0,55;-0,46;0,11
30;130391919;5;M;06033060;105001007188;03;05001;2;1;1;1;3;0;0;11;0,58;0,86;0,93;1,00;0,42
30;130391919;5;M;06033061;105001007188;03;05001;1;1;1;1;3;0;0;11;1,31;2,01;1,80;1,10;1,12
30;130391919;5;M;06033062;105001007188;03;05001;1;1;1;1;3;0;0;11;1,80;1,03;1,25;1,13;1,15
30;130391919;5;M;06033064;105001007188;03;05001;3;1;1;1;3;0;0;11;-0,80;-0,68;-1,17;-1,06;-1,22
30;130391919;5;M;06033065;105001007188;03;05001;1;1;1;1;3;0;0;11;0,71;0,71;0,95;1,10;0,88
30;130391919;5;M;06033068;105001007188;03;05001;1;1;1;1;3;0;0;11;0,95;0,78;1,01;0,91;0,56
30;130391919;5;M;06033069;105001007188;03;05001;1;1;1;1;3;0;0;11;0,28;0,53;0,21;0,40;-0,15
30;130391919;5;M;06033070;105001007188;03;05001;3;1;1;1;3;0;0;11;-0,16;0,18;-0,14;0,56;-0,15
30;130391919;5;M;06033071;105001007188;03;05001;2;1;1;1;3;0;0;11;-0,71;-0,64;-1,20;-0,17;-0,33
30;130391919;5;M;06033074;105001007188;03;05001;2;1;1;1;3;0;0;11;1,17;2,02;1,44;1,85;1,09
30;130391919;5;M;06033075;105001007188;03;05001;2;1;1;1;3;0;0;11;-1,19;-0,86;-0,83;-0,05;-0,20
