n;estrato;grado;prueba;NoHoja;establecimiento;enteTerr;municipio;sexo;sector;zona;zonaStab;nivel;disSenso;copietas;weight;score1;score2;score3;score4;score5
35;1399O1109;5;M;06016878;166001000026;57;66001;1;1;1;1;3;0;0;18;1,54;1,09;1,28;1,31;1,15
35;1399O1109;5;M;06016879;166001000026;57;66001;1;1;1;1;3;0;0;18;-1,28;-1,03;-0,62;-0,06;-0,92
35;1399O1109;5;M;06016882;166001000026;57;66001;1;1;1;1;3;0;0;18;-0,01;-0,63;0,17;-0,04;-0,54
35;1399O1109;5;M;06016883;166001000026;57;66001;1;1;1;1;3;0;0;18;1,71;1,02;1,29;1,32;1,49
35;1399O1109;5;M;06016884;166001000026;57;66001;1;1;1;1;3;0;0;18;-1,07;-1,42;-1,23;-0,53;-0,77
35;1399O1109;5;M;06016885;166001000026;57;66001;1;1;1;1;3;0;0;18;-0,93;-0,52;-0,34;-0,66;-0,83
35;1399O1109;5;M;06016888;166001000026;57;66001;1;1;1;1;3;0;0;18;-0,56;-1,61;-1,09;-1,69;-1,21
35;1399O1109;5;M;06016889;166001000026;57;66001;2;1;1;1;3;0;0;18;0,20;0,39;0,83;0,40;-0,04
35;1399O1109;5;M;06016892;166001000026;57;66001;1;1;1;1;3;0;0;18;-1,30;-1,59;-0,57;-1,21;-0,88
35;1399O1109;5;M;06016893;166001000026;57;66001;1;1;1;1;3;0;0;18;-0,72;-0,90;-0,63;-1,09;-1,06
35;1399O1109;5;M;06016894;166001000026;57;66001;2;1;1;1;3;0;0;18;-0,24;-0,85;-0,27;0,03;-0,64
35;1399O1109;5;M;06016895;166001000026;57;66001;2;1;1;1;3;0;0;18;0,33;-0,02;0,50;-0,26;-0,06
35;1399O1109;5;M;06016897;166001000026;57;66001;1;1;1;1;3;0;0;18;-0,91;-0,70;-1,40;-0,92;-0,44
35;1399O1109;5;M;06016898;166001000026;57;66001;1;1;1;1;3;0;0;18;0,46;-0,63;0,25;0,38;0,14
139;1299O1109;5;M;06017184;166001000344;57;66001;2;1;1;1;3;0;0;18;-0,35;-0,37;-0,28;-0,21;-0,22
139;1299O1109;5;M;06017185;166001000344;57;66001;1;1;1;1;3;0;0;18;-1,01;-1,18;-0,71;-1,02;-0,92
139;1299O1109;5;M;06017186;166001000344;57;66001;1;1;1;1;3;0;0;18;1,14;1,05;1,48;1,62;2,22
139;1299O1109;5;M;06017187;166001000344;57;66001;2;1;1;1;3;0;0;18;-0,02;-0,37;-0,59;0,63;-0,39
139;1299O1109;5;M;06017190;166001000344;57;66001;2;1;1;1;3;0;0;18;-0,93;-0,72;-0,48;-0,81;-1,08
139;1299O1109;5;M;06017191;166001000344;57;66001;1;1;1;1;3;0;0;18;0,97;0,78;0,77;0,53;0,16
139;1299O1109;5;M;06017194;166001000344;57;66001;1;1;1;1;3;0;0;18;0,00;0,41;0,67;-0,03;0,06
139;1299O1109;5;M;06017195;166001000344;57;66001;1;1;1;1;3;0;0;18;-0,11;-0,54;-0,51;0,06;-0,35
139;1299O1109;5;M;06017196;166001000344;57;66001;1;1;1;1;3;0;0;18;0,50;0,08;0,28;0,67;-0,03
139;1299O1109;5;M;06017197;166001000344;57;66001;2;1;1;1;3;0;0;18;0,36;0,73;0,18;0,00;0,09
139;1299O1109;5;M;06017199;166001000344;57;66001;2;1;1;1;3;0;0;18;-0,59;-0,72;-0,30;-0,82;-0,77
139;1299O1109;5;M;06017200;166001000344;57;66001;2;1;1;1;3;0;0;18;-0,17;-0,49;0,23;-0,21;-0,03
139;1299O1109;5;M;06017203;166001000344;57;66001;1;1;1;1;3;0;0;18;-0,36;0,37;0,19;-0,02;0,05
139;1299O1109;5;M;06017204;166001000344;57;66001;1;1;1;1;3;0;0;18;0,16;-0,07;0,57;0,71;0,72
139;1299O1109;5;M;06017205;166001000344;57;66001;2;1;1;1;3;0;0;18;0,04;-0,06;0,10;0,23;-0,25
139;1299O1109;5;M;06017206;166001000344;57;66001;1;1;1;1;3;0;0;18;0,51;0,48;1,15;1,13;0,66
139;1299O1109;5;M;06017209;166001000344;57;66001;1;1;1;1;3;0;0;18;0,02;-0,42;-0,26;-0,64;-0,25
139;1299O1109;5;M;06017210;166001000344;57;66001;1;1;1;1;3;0;0;18;-0,83;-0,71;-0,70;-0,85;-0,57
139;1299O1109;5;M;06017213;166001000344;57;66001;2;1;1;1;3;0;0;18;-0,33;-0,38;-0,72;-0,94;-0,56
139;1299O1109;5;M;06017214;166001000344;57;66001;2;1;1;1;3;0;0;18;-0,41;-0,85;-0,77;-1,17;-0,90
139;1299O1109;5;M;06017215;166001000344;57;66001;1;1;1;1;3;0;0;18;0,88;1,05;0,20;0,28;0,82
139;1299O1109;5;M;06017217;166001000344;57;66001;2;1;1;1;3;0;0;18;-0,54;0,25;-0,06;-0,84;-0,65
139;1299O1109;5;M;06017218;166001000344;57;66001;1;1;1;1;3;0;0;18;-0,27;-0,13;0,34;0,11;-0,87
139;1299O1109;5;M;06017221;166001000344;57;66001;1;1;1;1;3;0;0;18;-1,23;-0,92;-0,60;-0,57;-0,75
139;1299O1109;5;M;06017222;166001000344;57;66001;2;1;1;1;3;0;0;18;0,20;-0,36;-0,53;-0,39;0,23
139;1299O1109;5;M;06017223;166001000344;57;66001;2;1;1;1;3;0;0;18;-1,17;-0,35;-0,55;-1,28;-1,12
139;1299O1109;5;M;06017224;166001000344;57;66001;1;1;1;1;3;0;0;18;-0,32;0,06;0,34;0,20;-0,07
139;1299O1109;5;M;06017227;166001000344;57;66001;2;1;1;1;3;0;0;18;-0,34;-0,18;-0,16;-0,29;-0,54
139;1299O1109;5;M;06017228;166001000344;57;66001;2;1;1;1;3;0;0;18;-0,58;-0,86;-1,35;-0,91;-0,98
139;1299O1109;5;M;06017231;166001000344;57;66001;1;1;1;1;3;0;0;18;-0,94;-0,30;-0,63;-0,70;-1,25
139;1299O1109;5;M;06017232;166001000344;57;66001;1;1;1;1;3;0;0;18;-1,55;-1,20;-1,45;-1,60;-1,40
139;1299O1109;5;M;06017233;166001000344;57;66001;1;1;1;1;3;0;0;18;0,87;0,80;0,66;1,41;0,61
139;1299O1109;5;M;06017234;166001000344;57;66001;2;1;1;1;3;0;0;18;-0,23;-0,38;-0,49;-0,45;-0,71
139;1299O1109;5;M;06017236;166001000344;57;66001;2;1;1;1;3;0;0;18;0,00;0,87;0,33;0,51;0,02
139;1299O1109;5;M;06017237;166001000344;57;66001;1;1;1;1;3;0;0;18;0,22;0,32;-0,02;0,04;0,50
139;1299O1109;5;M;06017240;166001000344;57;66001;2;1;1;1;3;0;0;18;-1,25;-1,03;-1,02;-0,75;-1,10
139;1299O1109;5;M;06017241;166001000344;57;66001;1;1;1;1;3;0;0;18;-0,02;0,13;0,60;0,04;0,21
139;1299O1109;5;M;06017242;166001000344;57;66001;1;1;1;1;3;0;0;18;-0,16;-0,28;-0,97;-0,81;0,11
139;1299O1109;5;M;06017243;166001000344;57;66001;1;1;1;1;3;0;0;18;-0,22;-0,15;-0,51;-0,29;0,24
139;1299O1109;5;M;06017246;166001000344;57;66001;1;1;1;1;3;0;0;18;-1,28;-1,44;-1,08;-1,24;-1,62
139;1299O1109;5;M;06020350;166001000344;57;66001;1;1;1;1;3;0;0;18;1,56;1,56;1,59;2,07;0,92
139;1299O1109;5;M;06017248;166001000344;57;66001;1;1;1;1;3;0;0;18;1,68;1,84;1,87;1,61;2,36
139;1299O1109;5;M;06017249;166001000344;57;66001;2;1;1;1;3;0;0;18;-0,31;-0,44;-0,67;-0,44;-0,42
139;1299O1109;5;M;06017250;166001000344;57;66001;1;1;1;1;3;0;0;18;-0,13;-0,38;0,47;-0,54;0,01
139;1299O1109;5;M;06017252;166001000344;57;66001;1;1;1;1;3;0;0;18;0,24;0,76;0,43;0,64;0,75
139;1299O1109;5;M;06017253;166001000344;57;66001;1;1;1;1;3;0;0;18;-0,08;-0,23;0,14;-0,39;0,04
139;1299O1109;5;M;06017256;166001000344;57;66001;2;1;1;1;3;0;0;18;0,48;0,43;0,64;0,04;0,96
139;1299O1109;5;M;06017257;166001000344;57;66001;2;1;1;1;3;0;0;18;0,05;0,42;0,07;0,18;0,62
139;1299O1109;5;M;06017258;166001000344;57;66001;1;1;1;1;3;0;0;18;0,93;0,09;0,66;0,82;0,26
139;1299O1109;5;M;06017259;166001000344;57;66001;1;1;1;1;3;0;0;18;-0,48;-0,39;-0,60;-0,43;-0,83
139;1299O1109;5;M;06017262;166001000344;57;66001;1;1;1;1;3;0;0;18;-0,34;-0,35;-0,48;-0,05;-0,27
139;1299O1109;5;M;06017263;166001000344;57;66001;1;1;1;1;3;0;0;18;0,77;0,38;0,04;0,12;0,24
139;1299O1109;5;M;06017266;166001000344;57;66001;2;1;1;1;3;0;0;18;0,18;0,35;0,08;0,52;0,37
139;1299O1109;5;M;06017267;166001000344;57;66001;1;1;1;1;3;0;0;18;-0,75;-0,01;-0,21;-0,77;-0,84
139;1299O1109;5;M;06017268;166001000344;57;66001;2;1;1;1;3;0;0;18;0,08;0,15;-0,17;0,36;0,47
139;1299O1109;5;M;06017269;166001000344;57;66001;2;1;1;1;3;0;0;18;1,41;0,90;0,86;0,13;-0,01
139;1299O1109;5;M;06017271;166001000344;57;66001;2;1;1;1;3;0;0;18;-0,48;0,57;0,02;-0,20;-0,09
139;1299O1109;5;M;06017272;166001000344;57;66001;1;1;1;1;3;0;0;18;-0,77;-0,25;-0,46;-0,87;-0,03
139;1299O1109;5;M;06017275;166001000344;57;66001;2;1;1;1;3;0;0;18;0,50;0,09;0,72;0,11;0,57
139;1299O1109;5;M;06017276;166001000344;57;66001;1;1;1;1;3;0;0;18;-0,17;0,30;0,06;-0,10;0,03
139;1299O1109;5;M;06017277;166001000344;57;66001;1;1;1;1;3;0;0;18;0,86;0,09;0,64;1,26;0,95
139;1299O1109;5;M;06017279;166001000344;57;66001;2;1;1;1;3;0;0;18;-0,80;-0,76;-0,83;-0,59;-0,70
139;1299O1109;5;M;06017280;166001000344;57;66001;2;1;1;1;3;0;0;18;0,23;0,26;-0,02;-0,02;0,32
139;1299O1109;5;M;06017283;166001000344;57;66001;1;1;1;1;3;0;0;18;-1,17;-0,79;-1,14;-0,82;-0,70
139;1299O1109;5;M;06017284;166001000344;57;66001;1;1;1;1;3;0;0;18;-0,26;-0,13;-0,45;-0,15;-0,32
139;1299O1109;5;M;06017285;166001000344;57;66001;1;1;1;1;3;0;0;18;-0,11;0,25;0,01;0,46;-0,02
139;1299O1109;5;M;06017286;166001000344;57;66001;1;1;1;1;3;0;0;18;-0,74;-0,70;-0,82;-0,69;-0,36
139;1299O1109;5;M;06017288;166001000344;57;66001;1;1;1;1;3;0;0;18;0,41;0,57;0,74;0,74;1,17
139;1299O1109;5;M;06017289;166001000344;57;66001;1;1;1;1;3;0;0;18;0,62;1,17;1,01;1,35;1,07
139;1299O1109;5;M;06017292;166001000344;57;66001;1;1;1;1;3;0;0;18;0,37;0,60;0,38;0,20;0,12
139;1299O1109;5;M;06017293;166001000344;57;66001;1;1;1;1;3;0;0;18;1,07;1,33;1,04;0,65;0,42
139;1299O1109;5;M;06017294;166001000344;57;66001;2;1;1;1;3;0;0;18;-0,25;-1,19;-0,58;-0,55;-0,90
139;1299O1109;5;M;06017295;166001000344;57;66001;1;1;1;1;3;0;0;18;-0,12;-0,61;-0,08;-0,77;-0,83
139;1299O1109;5;M;06017298;166001000344;57;66001;2;1;1;1;3;0;0;18;0,12;-0,15;-0,99;-0,81;-0,30
139;1299O1109;5;M;06017299;166001000344;57;66001;1;1;1;1;3;0;0;18;-0,76;-0,92;-0,77;-0,67;-0,53
139;1299O1109;5;M;06017302;166001000344;57;66001;2;1;1;1;3;0;0;18;-0,46;0,00;0,56;0,36;0,40
139;1299O1109;5;M;06017303;166001000344;57;66001;2;1;1;1;3;0;0;18;0,18;-0,23;0,05;-0,06;-0,10
139;1299O1109;5;M;06017304;166001000344;57;66001;2;1;1;1;3;0;0;18;0,23;0,27;0,03;-0,08;0,51
139;1299O1109;5;M;06017305;166001000344;57;66001;2;1;1;1;3;0;0;18;-0,87;-0,77;-0,92;-0,84;-0,91
58;1299O1109;5;M;06019001;166001000344;57;66001;1;1;1;1;3;0;0;17;-0,52;-0,42;-0,22;0,11;-0,22
58;1299O1109;5;M;06019002;166001000344;57;66001;2;1;1;1;3;0;0;17;-0,66;-0,48;-0,10;-0,35;-0,18
58;1299O1109;5;M;06019005;166001000344;57;66001;2;1;1;1;3;0;0;17;1,34;1,93;0,38;1,15;1,66
58;1299O1109;5;M;06019006;166001000344;57;66001;1;1;1;1;3;0;0;17;0,47;-0,48;0,27;0,22;0,04
58;1299O1109;5;M;06019007;166001000344;57;66001;1;1;1;1;3;0;0;17;0,08;0,11;-0,26;-0,44;-0,03
58;1299O1109;5;M;06019008;166001000344;57;66001;2;1;1;1;3;0;0;17;0,67;0,55;0,37;0,23;0,79
58;1299O1109;5;M;06019010;166001000344;57;66001;1;1;1;1;3;0;0;17;0,18;-0,34;-0,40;-0,94;-0,68
58;1299O1109;5;M;06019011;166001000344;57;66001;2;1;1;1;3;0;0;17;0,77;0,47;0,65;0,14;0,82
58;1299O1109;5;M;06019014;166001000344;57;66001;1;1;1;1;3;0;0;17;1,36;1,17;0,78;0,93;0,58
58;1299O1109;5;M;06019015;166001000344;57;66001;2;1;1;1;3;0;0;17;-0,02;0,31;-0,03;0,57;0,14
58;1299O1109;5;M;06019016;166001000344;57;66001;1;1;1;1;3;0;0;17;1,33;1,38;1,77;1,05;0,75
58;1299O1109;5;M;06019017;166001000344;57;66001;1;1;1;1;3;0;0;17;0,74;0,50;1,22;0,39;0,88
58;1299O1109;5;M;06019020;166001000344;57;66001;2;1;1;1;3;0;0;17;-0,89;-0,32;-0,35;-0,32;-0,14
58;1299O1109;5;M;06019021;166001000344;57;66001;2;1;1;1;3;0;0;17;-0,22;-0,46;-0,22;-0,26;-0,49
58;1299O1109;5;M;06019023;166001000344;57;66001;1;1;1;1;3;0;0;17;1,03;0,93;0,87;0,71;0,25
58;1299O1109;5;M;06019024;166001000344;57;66001;2;1;1;1;3;0;0;17;0,52;0,27;0,61;0,06;-0,08
58;1299O1109;5;M;06019025;166001000344;57;66001;1;1;1;1;3;0;0;17;0,32;-0,19;0,32;-0,27;0,07
58;1299O1109;5;M;06019026;166001000344;57;66001;1;1;1;1;3;0;0;17;1,02;1,10;0,45;0,99;0,81
58;1299O1109;5;M;06019027;166001000344;57;66001;2;1;1;1;3;0;0;17;-0,64;-0,78;-1,15;-0,99;-1,17
58;1299O1109;5;M;06019028;166001000344;57;66001;2;1;1;1;3;0;0;17;1,29;1,24;0,83;0,50;1,08
58;1299O1109;5;M;06019031;166001000344;57;66001;1;1;1;1;3;0;0;17;0,04;-0,11;0,14;0,57;0,41
58;1299O1109;5;M;06019032;166001000344;57;66001;1;1;1;1;3;0;0;17;-1,26;-0,73;-0,91;-1,47;-1,14
58;1299O1109;5;M;06019033;166001000344;57;66001;1;1;1;1;3;0;0;17;1,67;0,64;1,82;1,26;1,29
58;1299O1109;5;M;06019034;166001000344;57;66001;1;1;1;1;3;0;0;17;1,51;1,46;0,69;1,43;0,85
58;1299O1109;5;M;06019037;166001000344;57;66001;2;1;1;1;3;0;0;17;0,30;-0,47;-0,76;-0,26;0,45
58;1299O1109;5;M;06019038;166001000344;57;66001;2;1;1;1;3;0;0;17;-0,46;-0,08;-0,12;-0,47;-0,15
58;1299O1109;5;M;06019041;166001000344;57;66001;2;1;1;1;3;0;0;17;-0,58;-0,79;-0,60;-0,61;-0,57
58;1299O1109;5;M;06019042;166001000344;57;66001;1;1;1;1;3;0;0;17;1,38;0,55;0,56;0,98;1,11
58;1299O1109;5;M;06019043;166001000344;57;66001;2;1;1;1;3;0;0;17;-0,39;0,10;0,84;1,16;1,33
58;1299O1109;5;M;06019044;166001000344;57;66001;1;1;1;1;3;0;0;17;0,34;0,85;0,75;0,93;0,85
58;1299O1109;5;M;06019046;166001000344;57;66001;3;1;1;1;3;0;0;17;-0,15;-0,06;0,02;0,21;-0,44
58;1299O1109;5;M;06019047;166001000344;57;66001;2;1;1;1;3;0;0;17;-0,14;-0,34;-0,24;-0,67;-0,60
58;1299O1109;5;M;06019050;166001000344;57;66001;1;1;1;1;3;0;0;17;0,39;0,72;0,00;1,03;0,51
58;1299O1109;5;M;06019051;166001000344;57;66001;1;1;1;1;3;0;0;17;0,30;0,69;0,64;0,82;0,14
41;1399O1109;5;M;06018508;166001000395;57;66001;2;1;1;1;3;0;0;19;-0,29;-0,16;-0,87;-0,55;-0,97
41;1399O1109;5;M;06018509;166001000395;57;66001;2;1;1;1;3;0;0;19;1,37;-0,07;1,30;0,91;1,47
41;1399O1109;5;M;06018512;166001000395;57;66001;2;1;1;1;3;0;0;19;-1,15;-0,46;-0,46;-0,42;-0,80
41;1399O1109;5;M;06018513;166001000395;57;66001;2;1;1;1;3;0;0;19;-0,26;-1,20;-0,87;-1,10;-0,92
41;1399O1109;5;M;06018516;166001000395;57;66001;2;1;1;1;3;0;0;19;0,59;0,68;0,60;0,87;0,51
41;1399O1109;5;M;06018517;166001000395;57;66001;2;1;1;1;3;0;0;19;-0,59;0,15;-0,41;-0,64;-0,62
41;1399O1109;5;M;06018518;166001000395;57;66001;2;1;1;1;3;0;0;19;0,14;0,25;0,22;0,07;0,04
41;1399O1109;5;M;06018519;166001000395;57;66001;2;1;1;1;3;0;0;19;-1,05;-1,27;-1,21;-0,94;-1,29
41;1399O1109;5;M;06018521;166001000395;57;66001;1;1;1;1;3;0;0;19;0,40;0,06;0,48;0,37;1,21
41;1399O1109;5;M;06018522;166001000395;57;66001;1;1;1;1;3;0;0;19;-0,37;0,12;0,17;-0,28;-0,15
41;1399O1109;5;M;06018525;166001000395;57;66001;2;1;1;1;3;0;0;19;-1,04;-1,15;-0,31;-0,81;-1,47
41;1399O1109;5;M;06018526;166001000395;57;66001;2;1;1;1;3;0;0;19;1,00;0,74;1,28;0,92;1,05
41;1399O1109;5;M;06018527;166001000395;57;66001;2;1;1;1;3;0;0;19;0,08;0,51;0,09;0,17;0,65
41;1399O1109;5;M;06018528;166001000395;57;66001;2;1;1;1;3;0;0;19;0,16;1,19;-0,02;0,18;0,75
41;1399O1109;5;M;06018531;166001000395;57;66001;2;1;1;1;3;0;0;19;-0,14;-0,37;-0,16;-0,16;-0,05
41;1399O1109;5;M;06018532;166001000395;57;66001;1;1;1;1;3;0;0;19;-0,71;-0,78;-0,81;-0,63;-1,02
41;1399O1109;5;M;06018535;166001000395;57;66001;1;1;1;1;3;0;0;19;-0,23;-0,56;-0,26;-0,74;0,72
41;1399O1109;5;M;06018536;166001000395;57;66001;1;1;1;1;3;0;0;19;0,56;-0,35;0,08;0,24;0,13
41;1399O1109;5;M;06018537;166001000395;57;66001;1;1;1;1;3;0;0;19;-0,23;-0,02;0,28;-0,40;-0,35
41;1399O1109;5;M;06018538;166001000395;57;66001;1;1;1;1;3;0;0;19;0,97;0,99;0,74;0,40;1,04
41;1399O1109;5;M;06018540;166001000395;57;66001;2;1;1;1;3;0;0;19;-0,14;-0,17;-0,32;-0,62;-0,02
41;1399O1109;5;M;06018541;166001000395;57;66001;2;1;1;1;3;0;0;19;0,36;0,44;0,55;-0,24;0,54
41;1399O1109;5;M;06018544;166001000395;57;66001;3;1;1;1;3;0;0;19;0,86;0,59;0,85;0,11;0,17
138;1399O1109;5;M;06323763;166001000476;57;66001;2;1;1;1;4;0;0;17;1,10;1,20;0,67;1,02;0,72
138;1399O1109;5;M;06323764;166001000476;57;66001;2;1;1;1;4;0;0;17;0,73;0,70;0,22;0,68;0,69
138;1399O1109;5;M;06323767;166001000476;57;66001;2;1;1;1;4;0;0;17;0,47;0,49;-0,11;0,42;0,67
138;1399O1109;5;M;06323768;166001000476;57;66001;2;1;1;1;4;0;0;17;0,10;0,24;-0,20;0,25;-0,12
138;1399O1109;5;M;06323769;166001000476;57;66001;2;1;1;1;4;0;0;17;-0,11;-0,28;-0,08;0,05;-0,30
138;1399O1109;5;M;06323770;166001000476;57;66001;2;1;1;1;4;0;0;17;1,03;0,45;1,42;1,08;0,99
138;1399O1109;5;M;06323772;166001000476;57;66001;2;1;1;1;4;0;0;17;-0,02;0,41;0,41;0,30;0,65
138;1399O1109;5;M;06323773;166001000476;57;66001;2;1;1;1;4;0;0;17;-0,03;-0,17;-0,12;0,01;0,35
138;1399O1109;5;M;06323776;166001000476;57;66001;2;1;1;1;4;0;0;17;1,39;0,75;0,95;0,66;0,14
138;1399O1109;5;M;06323777;166001000476;57;66001;2;1;1;1;4;0;0;17;1,33;0,71;0,34;0,88;0,64
138;1399O1109;5;M;06323778;166001000476;57;66001;2;1;1;1;4;0;0;17;-0,06;0,13;1,10;0,23;0,67
138;1399O1109;5;M;06323779;166001000476;57;66001;2;1;1;1;4;0;0;17;0,48;0,13;0,50;0,56;0,09
138;1399O1109;5;M;06323782;166001000476;57;66001;2;1;1;1;4;0;0;17;0,86;0,20;0,71;-0,06;0,28
138;1399O1109;5;M;06323783;166001000476;57;66001;2;1;1;1;4;0;0;17;0,96;0,99;1,00;0,52;1,34
138;1399O1109;5;M;06323786;166001000476;57;66001;2;1;1;1;4;0;0;17;0,11;0,05;-0,32;-0,24;0,24
138;1399O1109;5;M;06323787;166001000476;57;66001;2;1;1;1;4;0;0;17;-0,66;-0,33;-0,25;-0,50;-0,06
138;1399O1109;5;M;06323788;166001000476;57;66001;2;1;1;1;4;0;0;17;0,41;1,31;0,79;1,43;0,98
138;1399O1109;5;M;06323789;166001000476;57;66001;2;1;1;1;4;0;0;17;1,27;1,01;0,48;0,55;1,12
138;1399O1109;5;M;06323791;166001000476;57;66001;2;1;1;1;4;0;0;17;0,80;1,25;0,39;0,46;0,25
138;1399O1109;5;M;06323792;166001000476;57;66001;2;1;1;1;4;0;0;17;-0,01;0,51;0,24;0,08;-0,34
138;1399O1109;5;M;06323795;166001000476;57;66001;2;1;1;1;4;0;0;17;-0,63;-0,56;-0,65;-0,46;-0,93
138;1399O1109;5;M;06323796;166001000476;57;66001;2;1;1;1;4;0;0;17;1,70;1,03;1,67;1,26;1,37
138;1399O1109;5;M;06323797;166001000476;57;66001;2;1;1;1;4;0;0;17;0,10;0,12;0,20;0,06;0,34
138;1399O1109;5;M;06323798;166001000476;57;66001;2;1;1;1;4;0;0;17;2,01;2,47;2,08;2,38;2,22
138;1399O1109;5;M;06323801;166001000476;57;66001;2;1;1;1;4;0;0;17;-1,09;-1,29;-1,43;-1,04;-1,05
138;1399O1109;5;M;06323802;166001000476;57;66001;2;1;1;1;4;0;0;17;0,27;0,21;0,18;0,17;0,64
138;1399O1109;5;M;06323805;166001000476;57;66001;2;1;1;1;4;0;0;17;-0,35;-0,52;-0,32;-0,70;-0,87
138;1399O1109;5;M;06323806;166001000476;57;66001;2;1;1;1;4;0;0;17;0,27;0,16;0,11;0,36;0,40
138;1399O1109;5;M;06323807;166001000476;57;66001;2;1;1;1;4;0;0;17;1,14;0,82;1,02;1,34;0,69
138;1399O1109;5;M;06323809;166001000476;57;66001;2;1;1;1;4;0;0;17;-0,14;-0,07;0,13;-0,38;-0,48
138;1399O1109;5;M;06323810;166001000476;57;66001;2;1;1;1;4;0;0;17;0,11;0,06;0,35;0,16;0,19
138;1399O1109;5;M;06323813;166001000476;57;66001;2;1;1;1;4;0;0;17;0,99;1,26;0,71;1,01;1,11
138;1399O1109;5;M;06323814;166001000476;57;66001;2;1;1;1;4;0;0;17;-0,04;0,43;0,22;0,82;0,65
138;1399O1109;5;M;06323815;166001000476;57;66001;2;1;1;1;4;0;0;17;0,02;1,16;0,70;0,87;0,47
138;1399O1109;5;M;06323816;166001000476;57;66001;2;1;1;1;4;0;0;17;1,37;1,91;1,48;2,12;1,26
138;1399O1109;5;M;06323819;166001000476;57;66001;2;1;1;1;4;0;0;17;0,59;-0,54;0,05;-0,31;-0,08
138;1399O1109;5;M;06323820;166001000476;57;66001;2;1;1;1;4;0;0;17;0,46;0,21;0,13;0,75;0,03
138;1399O1109;5;M;06323823;166001000476;57;66001;2;1;1;1;4;0;0;17;0,30;-0,24;-0,52;-0,02;0,00
138;1399O1109;5;M;06323824;166001000476;57;66001;2;1;1;1;4;0;0;17;-0,78;-0,27;-0,48;-0,61;-0,87
138;1399O1109;5;M;06323825;166001000476;57;66001;2;1;1;1;4;0;0;17;-0,25;0,32;0,39;-0,12;-0,07
138;1399O1109;5;M;06323826;166001000476;57;66001;2;1;1;1;4;0;0;17;-0,89;-0,87;-0,79;-0,84;-1,01
138;1399O1109;5;M;06323828;166001000476;57;66001;2;1;1;1;4;0;0;17;1,04;1,03;0,91;1,24;0,56
138;1399O1109;5;M;06323829;166001000476;57;66001;2;1;1;1;4;0;0;17;1,52;1,20;1,02;1,74;1,56
138;1399O1109;5;M;06323832;166001000476;57;66001;2;1;1;1;4;0;0;17;-0,49;0,21;-0,01;-0,23;-0,13
138;1399O1109;5;M;06323833;166001000476;57;66001;2;1;1;1;4;0;0;17;0,82;1,23;1,04;1,55;1,30
138;1399O1109;5;M;06323834;166001000476;57;66001;2;1;1;1;4;0;0;17;0,91;1,38;0,71;0,36;1,14
138;1399O1109;5;M;06323835;166001000476;57;66001;2;1;1;1;4;0;0;17;0,19;0,90;0,85;0,41;0,83
138;1399O1109;5;M;06323838;166001000476;57;66001;2;1;1;1;4;0;0;17;-0,03;-0,21;0,26;-0,08;-0,18
138;1399O1109;5;M;06323839;166001000476;57;66001;2;1;1;1;4;0;0;17;0,71;0,93;1,65;0,89;1,40
138;1399O1109;5;M;06323842;166001000476;57;66001;2;1;1;1;4;0;0;17;1,02;1,76;1,17;1,47;0,97
138;1399O1109;5;M;06323843;166001000476;57;66001;2;1;1;1;4;0;0;17;0,27;0,34;1,01;0,82;0,76
138;1399O1109;5;M;06323844;166001000476;57;66001;2;1;1;1;4;0;0;17;0,47;0,61;0,77;0,28;0,71
138;1399O1109;5;M;06323845;166001000476;57;66001;2;1;1;1;4;0;0;17;0,03;0,57;-0,44;-0,07;0,29
138;1399O1109;5;M;06323847;166001000476;57;66001;3;1;1;1;4;0;0;17;0,11;-0,14;0,41;0,88;0,52
138;1399O1109;5;M;06323848;166001000476;57;66001;2;1;1;1;4;0;0;17;0,87;1,52;1,13;1,70;1,32
138;1399O1109;5;M;06323851;166001000476;57;66001;2;1;1;1;4;0;0;17;-0,32;-0,49;-0,47;-0,19;-0,51
138;1399O1109;5;M;06323852;166001000476;57;66001;2;1;1;1;4;0;0;17;-0,43;-0,32;0,41;0,40;0,30
138;1399O1109;5;M;06323855;166001000476;57;66001;2;1;1;1;4;0;0;17;2,74;2,28;1,69;1,37;1,77
138;1399O1109;5;M;06323856;166001000476;57;66001;2;1;1;1;4;0;0;17;1,81;0,65;1,04;1,30;1,80
138;1399O1109;5;M;06323859;166001000476;57;66001;2;1;1;1;4;0;0;17;1,13;1,02;1,41;1,12;0,89
138;1399O1109;5;M;06323860;166001000476;57;66001;2;1;1;1;4;0;0;17;0,12;0,60;0,08;0,20;0,61
138;1399O1109;5;M;06323861;166001000476;57;66001;2;1;1;1;4;0;0;17;0,47;0,96;0,59;0,30;0,28
138;1399O1109;5;M;06323862;166001000476;57;66001;2;1;1;1;4;0;0;17;0,59;0,08;0,71;1,15;0,81
138;1399O1109;5;M;06323864;166001000476;57;66001;2;1;1;1;4;0;0;17;0,62;1,00;0,83;1,28;0,99
138;1399O1109;5;M;06323865;166001000476;57;66001;2;1;1;1;4;0;0;17;-0,21;-0,58;-0,59;-0,31;-0,75
138;1399O1109;5;M;06323868;166001000476;57;66001;2;1;1;1;4;0;0;17;-0,03;-0,63;0,67;0,48;0,62
